dataset,field,old,new,kind
ZI08MAY01,number::Sr/Ca,1,3,changed
ZI08MAY01,createdBy::year,,CoralHydro2k,added
ZI08MAY01,variableType::d18O,,measured,added
ZI08MAY01,proxy::d18O,,d18O,added
ZI08MAY01,jcpCorrected::d18O,,0,added
ZI08MAY01,jcpUsed::d18O,,0,added
ZI08MAY01,datum::d18O,,0,added
ZI08MAY01,coralExtensionRate::d18O,,14,added
ZI08MAY01,coralExtensionRateNotes::d18O,,14 mm/year (± 2mm/year),added
ZI08MAY01,createdBy::d18O,,CoralHydro2k,added
ZI08MAY01,variableType::Sr/Ca,,measured,added
ZI08MAY01,proxy::Sr/Ca,,Sr/Ca,added
ZI08MAY01,jcpCorrected::Sr/Ca,,0,added
ZI08MAY01,jcpUsed::Sr/Ca,,0,added
ZI08MAY01,datum::Sr/Ca,,0,added
ZI08MAY01,coralExtensionRate::Sr/Ca,,14,added
ZI08MAY01,coralExtensionRateNotes::Sr/Ca,,14 mm/year (± 2mm/year),added
ZI08MAY01,createdBy::Sr/Ca,,CoralHydro2k,added
ZI08MAY01,inferredMaterial::d18O,,sea water,added
ZI14HOU01,number::d18O,1,4,changed
ZI14HOU01,measurementTableName::year,measurementTable4,measurementTable1,changed
ZI14HOU01,TSid::year,RXbXj1kmt5d3esS1K,RcagtPlKdJfayLJB8,changed
ZI14HOU01,hasTimeTsid::year,RXbXj1kmt5d3esS1K,RcagtPlKdJfayLJB8,changed
ZI14HOU01,number::year,2,1,changed
ZI14HOU01,analyticalError::Sr/Ca,0.007,0.1,changed
ZI14HOU01,number::Sr/Ca,1,5,changed
ZI14HOU01,jcpCorrected::d18O,NA,0,changed
ZI14HOU01,jcpUsed::d18O,NA,1,changed
ZI14HOU01,createdBy::year,,CoralHydro2k,added
ZI14HOU01,variableType::d18O,,measured,added
ZI14HOU01,proxy::d18O,,d18O,added
ZI14HOU01,jcpNotes::d18O,,JCP used for Hab10A Sr/Ca,added
ZI14HOU01,datum::d18O,,0,added
ZI14HOU01,createdBy::d18O,,CoralHydro2k,added
ZI14HOU01,variableType::Sr/Ca,,measured,added
ZI14HOU01,proxy::Sr/Ca,,Sr/Ca,added
ZI14HOU01,datum::Sr/Ca,,0,added
ZI14HOU01,createdBy::Sr/Ca,,CoralHydro2k,added
ZI14IFR02,originalDataUrl,https://www.ncdc.noaa.gov/paleo/study/16438,available in the supplementary,changed
ZI14IFR02,geo_longitude,43.5882,43,changed
ZI14IFR02,geo_latitude,-23.1573,-23,changed
ZI14IFR02,geo_description,lagoon,"lagoon, close to the passage throught the lagoon",changed
ZI14IFR02,pub1_author,"Zinke, J., Loveday, B. R., Reason, C. J. C., Dullo, W.-C. and Kroon, D.","Zinke, J., Watanabe, T.K., Ruhs, S., Pfeiffer, M., Grab, S., Garbe-Schonberg, D., Biastoch",changed
ZI14IFR02,pub1_citation,"Zinke, J., Loveday, B. R., Reason, C. J. C., Dullo, W.-C. and Kroon, D. 2014. Madagascar c","Zinke, J., Watanabe, T.K., Ruhs, S., Pfeiffer, M., Grab, S., Garbe-Schonberg, D., Biastoch",changed
ZI14IFR02,pub1_doi,10.1038/srep04393,https://cp.copernicus.org/articles/18/1453/2022/cp-18-1453-2022.pdf,changed
ZI14IFR02,pub1_journal,Scientific Reports,Climate of the Past,changed
ZI14IFR02,pub1_title,Madagascar corals track sea surface temperature variability in the Agulhas Current core re,A 334-year coral record of surface temperature and salinity variability in the greater Agu,changed
ZI14IFR02,pub1_year,2014,2022,changed
ZI14IFR02,pub2_author,"Zinke, J., Dullo, W. C., Heiss, G. A. and Eisenhauer, A.","Zinke, J., Loveday, B. R., Reason, C. J. C., Dullo, W.-C. and Kroon, D.",changed
ZI14IFR02,pub2_citation,"Zinke, J., Dullo, W. C., Heiss, G. A. and Eisenhauer, A. 2004. ENSO and Indian Ocean subtr","Zinke, J., Loveday, B. R., Reason, C. J. C., Dullo, W.-C. and Kroon, D. 2014. Madagascar c",changed
ZI14IFR02,pub2_doi,10.1016/j.epsl.2004.09.028,10.1038/srep04393,changed
ZI14IFR02,pub2_journal,Earth and Planetary Science Letters,Scientific Reports,changed
ZI14IFR02,pub2_title,ENSO and Indian Ocean subtropical dipole variability is recorded in a coral record off sou,Madagascar corals track sea surface temperature variability in the Agulhas Current core re,changed
ZI14IFR02,pub2_year,2004,2014,changed
ZI14IFR02,notes::d18O,Published slopes based on composite coral results. Used -0.20.02 permil per 1 deg C regres,Used published slopes of literature. -0.06 and -0.22,changed
ZI14IFR02,number::d18O,1,4,changed
ZI14IFR02,measurementTableName::year,measurementTable2,measurementTable1,changed
ZI14IFR02,TSid::year,R05JKSwbqLRx9FKwO,Rm2YXrPJ6LwhNyyb9,changed
ZI14IFR02,hasTimeTsid::year,R05JKSwbqLRx9FKwO,Rm2YXrPJ6LwhNyyb9,changed
ZI14IFR02,number::year,2,1,changed
ZI14IFR02,coralExtensionRateNotes::d18O,1.28  0.24 cm/yr,1.28 ± 0.24 cm/year,changed
ZI14IFR02,jcpCorrected::d18O,NA,0,changed
ZI14IFR02,jcpMeasured::d18O,NA,8.831,changed
ZI14IFR02,jcpUsed::d18O,NA,1,changed
ZI14IFR02,pub3_author,,"Zinke, J., Dullo, W. C., Heiss, G. A. and Eisenhauer, A.",added
ZI14IFR02,pub3_citation,,"Zinke, J., Dullo, W. C., Heiss, G. A. and Eisenhauer, A. 2004. ENSO and Indian Ocean subtr",added
ZI14IFR02,pub3_doi,,10.1016/j.epsl.2004.09.028,added
ZI14IFR02,pub3_firstauthor,,"Zinke, J.",added
ZI14IFR02,pub3_journal,,Earth and Planetary Science Letters,added
ZI14IFR02,pub3_title,,ENSO and Indian Ocean subtropical dipole variability is recorded in a coral record off sou,added
ZI14IFR02,pub3_year,,2004,added
ZI14IFR02,createdBy::year,,CoralHydro2k,added
ZI14IFR02,variableType::d18O,,measured,added
ZI14IFR02,proxy::d18O,,d18O,added
ZI14IFR02,datum::d18O,,0,added
ZI14IFR02,createdBy::d18O,,CoralHydro2k,added
ZI14IFR02,units::Sr/Ca,,mmol/mol,added
ZI14IFR02,variableType::Sr/Ca,,measured,added
ZI14IFR02,proxy::Sr/Ca,,Sr/Ca,added
ZI14IFR02,analyticalError::Sr/Ca,,0.08,added
ZI14IFR02,analyticalErrorUnits::Sr/Ca,,mmol/mol,added
ZI14IFR02,jcpCorrected::Sr/Ca,,0,added
ZI14IFR02,jcpMeasured::Sr/Ca,,8.831,added
ZI14IFR02,jcpUsed::Sr/Ca,,1,added
ZI14IFR02,datum::Sr/Ca,,0,added
ZI14IFR02,coralExtensionRate::Sr/Ca,,12.8,added
ZI14IFR02,coralExtensionRateNotes::Sr/Ca,,1.28 ± 0.24 cm/year,added
ZI14IFR02,coreName::Sr/Ca,,Ifaty-1,added
ZI14IFR02,isComposite::Sr/Ca,,0,added
ZI14IFR02,notes::Sr/Ca,,Used published slopes of literature. -0.06 and -0.22,added
ZI14IFR02,samplingNotes::Sr/Ca,,sampled at annual resolution (Mar-Feb) along the major growth axis following the density p,added
ZI14IFR02,samplingResolution::Sr/Ca,,annual resolution,added
ZI14IFR02,archiveSpecies::Sr/Ca,,Porites sp.,added
ZI14IFR02,variableName::Sr/Ca,,Sr/Ca,added
ZI14IFR02,number::Sr/Ca,,5,added
ZI14IFR02,TSid::Sr/Ca,,ZI14IFR02_SrCa_annual,added
ZI14IFR02,createdBy::Sr/Ca,,CoralHydro2k,added
ZI14IFR02,N::Sr/Ca,,113,added
ZI14IFR02,SUM::Sr/Ca,,985.21,added
ZI14IFR02,hasResolution::Sr/Ca,,annual,added
ZI14TUR01,originalDataUrl,https://www.ncdc.noaa.gov/paleo/study/16438,available in the supplementary,changed
ZI14TUR01,geo_longitude,43.6195,43.2,changed
ZI14TUR01,geo_latitude,-23.3572,-22.5,changed
ZI14TUR01,geo_description,barrier reef,Barrier reef,changed
ZI14TUR01,pub1_author,"Zinke, J., Loveday, B. R., Reason, C. J. C., Dullo, W.-C. and Kroon, D.","Zinke, J., Watanabe, T.K., Ruhs, S., Pfeiffer, M., Grab, S., Garbe-Schonberg, D., Biastoch",changed
ZI14TUR01,pub1_citation,"Zinke, J., Loveday, B. R., Reason, C. J. C., Dullo, W.-C. and Kroon, D. 2014. Madagascar c","Zinke, J., Watanabe, T.K., Ruhs, S., Pfeiffer, M., Grab, S., Garbe-Schonberg, D., Biastoch",changed
ZI14TUR01,pub1_doi,10.1038/srep04393,https://cp.copernicus.org/articles/18/1453/2022/cp-18-1453-2022.pdf,changed
ZI14TUR01,pub1_journal,Scientific Reports,Climate of the Past,changed
ZI14TUR01,pub1_title,Madagascar corals track sea surface temperature variability in the Agulhas Current core re,A 334-year coral record of surface temperature and salinity variability in the greater Agu,changed
ZI14TUR01,pub1_year,2014,2022,changed
ZI14TUR01,pub2_author,"Zinke, J., Dullo, W. C., Heiss, G. A. and Eisenhauer, A.","Zinke, J., Loveday, B. R., Reason, C. J. C., Dullo, W.-C. and Kroon, D.",changed
ZI14TUR01,pub2_citation,"Zinke, J., Dullo, W. C., Heiss, G. A. and Eisenhauer, A. 2004. ENSO and Indian Ocean subtr","Zinke, J., Loveday, B. R., Reason, C. J. C., Dullo, W.-C. and Kroon, D. 2014. Madagascar c",changed
ZI14TUR01,pub2_doi,10.1016/j.epsl.2004.09.028,10.1038/srep04393,changed
ZI14TUR01,pub2_journal,Earth and Planetary Science Letters,Scientific Reports,changed
ZI14TUR01,pub2_title,ENSO and Indian Ocean subtropical dipole variability is recorded in a coral record off sou,Madagascar corals track sea surface temperature variability in the Agulhas Current core re,changed
ZI14TUR01,pub2_year,2004,2014,changed
ZI14TUR01,notes::d18O,Published slopes based on composite coral results. Used -0.20.02 permil per 1 deg C regres,Used published slopes of literature. -0.06 and -0.22,changed
ZI14TUR01,number::d18O,1,4,changed
ZI14TUR01,measurementTableName::year,measurementTable2,measurementTable1,changed
ZI14TUR01,TSid::year,ReDNFif4VlpRnowFB,R5eNpsOSQi2B9y8w3,changed
ZI14TUR01,hasTimeTsid::year,ReDNFif4VlpRnowFB,R5eNpsOSQi2B9y8w3,changed
ZI14TUR01,number::year,2,1,changed
ZI14TUR01,coralExtensionRateNotes::d18O,1.54  0.25 cm/yr,1.54 ± 0.25 cm/year,changed
ZI14TUR01,jcpCorrected::d18O,NA,0,changed
ZI14TUR01,jcpMeasured::d18O,NA,8.831,changed
ZI14TUR01,jcpUsed::d18O,NA,1,changed
ZI14TUR01,pub3_author,,"Zinke, J., Dullo, W. C., Heiss, G. A. and Eisenhauer, A.",added
ZI14TUR01,pub3_citation,,"Zinke, J., Dullo, W. C., Heiss, G. A. and Eisenhauer, A. 2004. ENSO and Indian Ocean subtr",added
ZI14TUR01,pub3_doi,,10.1016/j.epsl.2004.09.028,added
ZI14TUR01,pub3_firstauthor,,"Zinke, J.",added
ZI14TUR01,pub3_journal,,Earth and Planetary Science Letters,added
ZI14TUR01,pub3_title,,ENSO and Indian Ocean subtropical dipole variability is recorded in a coral record off sou,added
ZI14TUR01,pub3_year,,2004,added
ZI14TUR01,createdBy::year,,CoralHydro2k,added
ZI14TUR01,variableType::d18O,,measured,added
ZI14TUR01,proxy::d18O,,d18O,added
ZI14TUR01,datum::d18O,,0,added
ZI14TUR01,createdBy::d18O,,CoralHydro2k,added
ZI14TUR01,units::Sr/Ca,,mmol/mol,added
ZI14TUR01,variableType::Sr/Ca,,measured,added
ZI14TUR01,proxy::Sr/Ca,,Sr/Ca,added
ZI14TUR01,analyticalError::Sr/Ca,,0.08,added
ZI14TUR01,analyticalErrorUnits::Sr/Ca,,mmol/mol,added
ZI14TUR01,jcpCorrected::Sr/Ca,,0,added
ZI14TUR01,jcpMeasured::Sr/Ca,,8.831,added
ZI14TUR01,jcpUsed::Sr/Ca,,1,added
ZI14TUR01,datum::Sr/Ca,,0,added
ZI14TUR01,coralExtensionRate::Sr/Ca,,15.4,added
ZI14TUR01,coralExtensionRateNotes::Sr/Ca,,1.54 ± 0.25 cm/year,added
ZI14TUR01,coreName::Sr/Ca,,Tulear-3,added
ZI14TUR01,isComposite::Sr/Ca,,0,added
ZI14TUR01,notes::Sr/Ca,,Used published slopes of literature. -0.06 and -0.22,added
ZI14TUR01,samplingNotes::Sr/Ca,,sampled at annual resolution (Mar-Feb) along the major growth axis following the density p,added
ZI14TUR01,samplingResolution::Sr/Ca,,annual resolution,added
ZI14TUR01,archiveSpecies::Sr/Ca,,Porites sp.,added
ZI14TUR01,variableName::Sr/Ca,,Sr/Ca,added
ZI14TUR01,number::Sr/Ca,,5,added
ZI14TUR01,TSid::Sr/Ca,,ZI14TUR01_SrCa_annual,added
ZI14TUR01,createdBy::Sr/Ca,,CoralHydro2k,added
ZI14TUR01,N::Sr/Ca,,90,added
ZI14TUR01,SUM::Sr/Ca,,804.45,added
ZI14TUR01,hasResolution::Sr/Ca,,annual,added
ZI15BUN01,analyticalErrorUnits::Sr/Ca,% RSD,%RSD,changed
ZI15BUN01,number::Sr/Ca,1,3,changed
ZI15BUN01,measurementTableName::year,measurementTable2,measurementTable1,changed
ZI15BUN01,TSid::year,RDdqgIkDB9q1LJ7fm,RvPJCn6dHZ8BKpTcE,changed
ZI15BUN01,hasTimeTsid::year,RDdqgIkDB9q1LJ7fm,RvPJCn6dHZ8BKpTcE,changed
ZI15BUN01,number::year,2,1,changed
ZI15BUN01,createdBy::year,,CoralHydro2k,added
ZI15BUN01,variableType::Sr/Ca,,measured,added
ZI15BUN01,proxy::Sr/Ca,,Sr/Ca,added
ZI15BUN01,datum::Sr/Ca,,0,added
ZI15BUN01,createdBy::Sr/Ca,,CoralHydro2k,added
ZI15CLE01,analyticalErrorUnits::Sr/Ca,% RSD,%RSD,changed
ZI15CLE01,number::Sr/Ca,1,3,changed
ZI15CLE01,measurementTableName::year,measurementTable2,measurementTable1,changed
ZI15CLE01,TSid::year,RIURbYfmpErlpPKNC,RyUY1i2a36kme3fMH,changed
ZI15CLE01,hasTimeTsid::year,RIURbYfmpErlpPKNC,RyUY1i2a36kme3fMH,changed
ZI15CLE01,number::year,2,1,changed
ZI15CLE01,createdBy::year,,CoralHydro2k,added
ZI15CLE01,variableType::Sr/Ca,,measured,added
ZI15CLE01,proxy::Sr/Ca,,Sr/Ca,added
ZI15CLE01,datum::Sr/Ca,,0,added
ZI15CLE01,createdBy::Sr/Ca,,CoralHydro2k,added
ZI15IMP01,analyticalErrorUnits::Sr/Ca,% RSD,%RSD,changed
ZI15IMP01,number::Sr/Ca,1,3,changed
ZI15IMP01,measurementTableName::year,measurementTable2,measurementTable1,changed
ZI15IMP01,TSid::year,RbenEx25gV8YSeW6d,Rj7h5KjnWFziHeNTo,changed
ZI15IMP01,hasTimeTsid::year,RbenEx25gV8YSeW6d,Rj7h5KjnWFziHeNTo,changed
ZI15IMP01,number::year,2,1,changed
ZI15IMP01,createdBy::year,,CoralHydro2k,added
ZI15IMP01,variableType::Sr/Ca,,measured,added
ZI15IMP01,proxy::Sr/Ca,,Sr/Ca,added
ZI15IMP01,datum::Sr/Ca,,0,added
ZI15IMP01,createdBy::Sr/Ca,,CoralHydro2k,added
ZI15IMP02,analyticalErrorUnits::Sr/Ca,% RSD,%RSD,changed
ZI15IMP02,number::Sr/Ca,1,3,changed
ZI15IMP02,measurementTableName::year,measurementTable2,measurementTable1,changed
ZI15IMP02,TSid::year,R2wzQnaMSWGgaSaKb,RMx3Ihf42gbS8Wlpw,changed
ZI15IMP02,hasTimeTsid::year,R2wzQnaMSWGgaSaKb,RMx3Ihf42gbS8Wlpw,changed
ZI15IMP02,number::year,2,1,changed
ZI15IMP02,createdBy::year,,CoralHydro2k,added
ZI15IMP02,variableType::Sr/Ca,,measured,added
ZI15IMP02,proxy::Sr/Ca,,Sr/Ca,added
ZI15IMP02,datum::Sr/Ca,,0,added
ZI15IMP02,createdBy::Sr/Ca,,CoralHydro2k,added
ZI15MER01,analyticalErrorUnits::Sr/Ca,% RSD,%RSD,changed
ZI15MER01,number::Sr/Ca,1,3,changed
ZI15MER01,measurementTableName::year,measurementTable2,measurementTable1,changed
ZI15MER01,TSid::year,R1l6ZiS2VKaoPSeOs,RHc5jPZ7vJjeSHHfd,changed
ZI15MER01,hasTimeTsid::year,R1l6ZiS2VKaoPSeOs,RHc5jPZ7vJjeSHHfd,changed
ZI15MER01,number::year,2,1,changed
ZI15MER01,createdBy::year,,CoralHydro2k,added
ZI15MER01,variableType::Sr/Ca,,measured,added
ZI15MER01,proxy::Sr/Ca,,Sr/Ca,added
ZI15MER01,datum::Sr/Ca,,0,added
ZI15MER01,createdBy::Sr/Ca,,CoralHydro2k,added
ZI15TAN01,analyticalErrorUnits::Sr/Ca,% RSD,%RSD,changed
ZI15TAN01,number::Sr/Ca,1,3,changed
ZI15TAN01,measurementTableName::year,measurementTable2,measurementTable1,changed
ZI15TAN01,TSid::year,RkF6laFInwpUhITAV,Ra6TFPdgoidfa0Kav,changed
ZI15TAN01,hasTimeTsid::year,RkF6laFInwpUhITAV,Ra6TFPdgoidfa0Kav,changed
ZI15TAN01,number::year,2,1,changed
ZI15TAN01,createdBy::year,,CoralHydro2k,added
ZI15TAN01,variableType::Sr/Ca,,measured,added
ZI15TAN01,proxy::Sr/Ca,,Sr/Ca,added
ZI15TAN01,datum::Sr/Ca,,0,added
ZI15TAN01,createdBy::Sr/Ca,,CoralHydro2k,added
ZI16ROD01,number::Sr/Ca,1,2,changed
ZI16ROD01,number::year,2,1,changed
ZI16ROD01,createdBy::year,,CoralHydro2k,added
ZI16ROD01,variableType::Sr/Ca,,measured,added
ZI16ROD01,proxy::Sr/Ca,,Sr/Ca,added
ZI16ROD01,jcpCorrected::Sr/Ca,,1,added
ZI16ROD01,jcpMeasured::Sr/Ca,,8.83,added
ZI16ROD01,jcpUsed::Sr/Ca,,1,added
ZI16ROD01,datum::Sr/Ca,,0,added
ZI16ROD01,coralExtensionRate::Sr/Ca,,9.2,added
ZI16ROD01,coralExtensionRateNotes::Sr/Ca,,9.2,added
ZI16ROD01,createdBy::Sr/Ca,,CoralHydro2k,added
ZI16ROD02,number::Sr/Ca,1,2,changed
ZI16ROD02,number::year,2,1,changed
ZI16ROD02,createdBy::year,,CoralHydro2k,added
ZI16ROD02,variableType::Sr/Ca,,measured,added
ZI16ROD02,proxy::Sr/Ca,,Sr/Ca,added
ZI16ROD02,jcpCorrected::Sr/Ca,,1,added
ZI16ROD02,jcpMeasured::Sr/Ca,,8.83,added
ZI16ROD02,jcpUsed::Sr/Ca,,1,added
ZI16ROD02,datum::Sr/Ca,,0,added
ZI16ROD02,coralExtensionRate::Sr/Ca,,11.8,added
ZI16ROD02,coralExtensionRateNotes::Sr/Ca,,11.8,added
ZI16ROD02,createdBy::Sr/Ca,,CoralHydro2k,added
ZI23NFL01,(whole dataset),,NEW RECORD,new
ZI23NFL02,(whole dataset),,NEW RECORD,new
