tsid,dataSetName,class,suggested_action,suggested_value,decision,sheet_value,csm_value,flat_private,flat_shared,is_member,sheet_membership,on_qc_tab,file_value_in_sheet_vocabulary
LS01HOCH,LS01HOCH,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,MJ,,,TRUE,TRUE,TRUE,TRUE
LS03RUED,LS03RUED,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,MJ,,,TRUE,TRUE,TRUE,TRUE
LS05HOAG01,LS05HOAG,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,MJ,,,TRUE,TRUE,TRUE,TRUE
LS05HOAG02,LS05HOAG,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,MJ,,,TRUE,TRUE,TRUE,TRUE
LS05HOAG03,LS05HOAG,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,MJ,,,TRUE,TRUE,TRUE,TRUE
LS06STFO,LS06STFO,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,MJ,,,TRUE,TRUE,TRUE,TRUE
LS07LAHA,LS07LAHA,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,MJ,,,TRUE,TRUE,TRUE,TRUE
LS07ROTI,LS07ROTI,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,MJ,,,TRUE,TRUE,TRUE,TRUE
LS08STCR,LS08STCR,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,MJ,,,TRUE,TRUE,TRUE,TRUE
LS10HEQI01a,LS10HEQI,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,MJ,,,TRUE,TRUE,TRUE,TRUE
LS11BIPU01a,LS11BIPU,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,MJ,,,TRUE,TRUE,TRUE,TRUE
LS11NECA,LS11NECA,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,MJ,,,TRUE,TRUE,TRUE,TRUE
LS13STEL,LS13STEL,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,MJ,,,TRUE,TRUE,TRUE,TRUE
LS14LESA01a,LS14LESA,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,MJ,,,TRUE,TRUE,TRUE,TRUE
LS14PRLO01a,LS14PRLO,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,MJ,,,TRUE,TRUE,TRUE,TRUE
LS15BHAL,LS15BHAL,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,MJ,,,TRUE,TRUE,TRUE,TRUE
WEBab3eac63,LS17STNU01,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,MJ,,,TRUE,TRUE,TRUE,TRUE
LS91HOMI,LS91HOMI,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,MJ,,,TRUE,TRUE,TRUE,TRUE
LS96VOAM01_iso2k,LS96VOAM,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,MJ,,,TRUE,TRUE,TRUE,TRUE
LS97HOKA1a,LS97HOKA,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,MJ,,,TRUE,TRUE,TRUE,TRUE
WEB8e0a7386,Bunkercave.Fohlmeister.2012,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,CH,,,TRUE,TRUE,TRUE,FALSE
Ocean2kHR_006_iso2k,CO03CHBA,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,DMT (1/14/19),,,TRUE,TRUE,TRUE,FALSE
Ocean2kHR_171_iso2k,CO03CHBU,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,DMT (1/14/19),,,TRUE,TRUE,TRUE,FALSE
CO04MGNG01A,CO04MGNG,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,DMT (1/14/19),,,TRUE,TRUE,TRUE,FALSE
Ocean2kHR_107_iso2k,CO06MOPE,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,DMT (1/14/19),,,TRUE,TRUE,TRUE,FALSE
Ocean2kHR_110_iso2k,CO06MOTO,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,DMT (1/14/19),,,TRUE,TRUE,TRUE,FALSE
Ocean2kHR_193_iso2k,CO07CAFR,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,DMT (1/14/19),,,TRUE,TRUE,TRUE,FALSE
Ocean2kHR_162_iso2k,CO11NUPM,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,DMT (1/14/19; updated 12/31/19),,,TRUE,TRUE,TRUE,FALSE
Ocean2kHR_154_iso2k,CO12GOVA,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,DMT (1/14/19),,,TRUE,TRUE,TRUE,FALSE
WEB396032ca,CO13DESC01A,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,DMT (1/14/19),,,TRUE,TRUE,TRUE,FALSE
WEBa131bf7e,CO13DESC01A,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,DMT (1/14/19),,,TRUE,TRUE,TRUE,FALSE
CO13HENG02A,CO13HENG,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,DMT (1/14/19),,,TRUE,TRUE,TRUE,FALSE
CO13HENG03A,CO13HENG,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,DMT (1/14/19),,,TRUE,TRUE,TRUE,FALSE
CO14CABT01B,CO14CABT,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,DMT (1/14/19; updated 12/31/19),,,TRUE,TRUE,TRUE,FALSE
CO14CABT01B2,CO14CABT,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,DMT (1/14/19; updated 12/31/19),,,TRUE,TRUE,TRUE,FALSE
CO14CATI01B,CO14CATI,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,DMT (1/14/19; updated 12/31/19),,,TRUE,TRUE,TRUE,FALSE
Ocean2kHR_181_iso2k,CO14OSPA,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,DMT (1/14/19),,,TRUE,TRUE,TRUE,FALSE
Ocean2kHR_183_iso2k,CO14OSPA,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,DMT (1/14/19),,,TRUE,TRUE,TRUE,FALSE
WEB832ffc0e,CO17DESC01A,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,DMT (1/14/19),,,TRUE,TRUE,TRUE,FALSE
WEBe86ec079,CO17DESC01A,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,DMT (1/14/19; updated 12/31/19),,,TRUE,TRUE,TRUE,FALSE
WEB832ffc0e222,CO17DESC04A,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,DMT (1/14/19),,,TRUE,TRUE,TRUE,FALSE
WEBe86ec079222,CO17DESC04A,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,DMT (1/14/19; updated 12/31/19),,,TRUE,TRUE,TRUE,FALSE
WEB1a9fc096,CO17MUMA,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,DMT (12/30/19),,,TRUE,TRUE,TRUE,FALSE
WEB0e874eb3,CO17RAPA,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,DMT (1/14/19; updated 12/31/19),,,TRUE,TRUE,TRUE,FALSE
WEB9aced55a,CO17RAPA,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,DMT (1/14/19; updated 12/31/19),,,TRUE,TRUE,TRUE,FALSE
WEBa131bf7e2,CO17XISC01A,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,DMT (1/14/19; updated 12/31/19),,,TRUE,TRUE,TRUE,FALSE
WEBc0eedb9c,CO18HECO01A,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,DMT (1/14/19),,,TRUE,TRUE,TRUE,FALSE
Ocean2kHR_178_iso2k,CO93COTW,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,DMT (1/14/19),,,TRUE,TRUE,TRUE,FALSE
Ocean2kHR_138_iso2k,CO94LISE,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,DMT (1/14/19); KLD,,,TRUE,TRUE,TRUE,FALSE
Ocean2kHR_172_iso2k,CO95TUNG,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,DMT (1/14/19; updated 12/31/19),,,TRUE,TRUE,TRUE,FALSE
CO96SWBB01A,CO96SWBB,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,DMT (1/14/19),,,TRUE,TRUE,TRUE,FALSE
CO96SWFB01A,CO96SWFB,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,DMT (1/14/19),,,TRUE,TRUE,TRUE,FALSE
CO98SWPR01A,CO98SWPR,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,DMT (1/14/19),,,TRUE,TRUE,TRUE,FALSE
CO99SWFB01A,CO99SWFB,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,DMT (1/14/19),,,TRUE,TRUE,TRUE,FALSE
S2LROeXqCyQIUp,Chaaracave.AitBrahim.2018,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,"CH, CR",,,TRUE,TRUE,TRUE,FALSE
S2LRU6xGJ9gjMj,Chaaracave.AitBrahim.2018,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,"CH, CR",,,TRUE,TRUE,TRUE,FALSE
S2LR8y2zPv8frL,CuevadeAsiul.Smith.2016,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,CH,,,TRUE,TRUE,TRUE,FALSE
S2LRaRacqzp90y,DeSotocaverns.Aharon.2013,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,CH,,,TRUE,TRUE,TRUE,FALSE
WEBe297c3e8,Delingha.Yang.2021,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,CR,,,TRUE,TRUE,TRUE,FALSE
S2LRbPwlTL981A,Donggecave.Yuan.2004,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,"CH, CR",,,TRUE,TRUE,TRUE,FALSE
GHd57f7596,GRIP_accumulation.Vinther.2006,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,CH,,,TRUE,TRUE,TRUE,FALSE
WEB-49aac-c148-4e76-809a-362e4,GeoB10065-7.Steinke.2014,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,CR,,,TRUE,TRUE,TRUE,FALSE
lcRlao41kuFDZ74153k,GooseBayMarsh.Rippke.2010,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,CH,,,TRUE,TRUE,TRUE,FALSE
S2LRUj7txiX4BK,GrottedePiste.AitBrahim.2018,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,"CH, CR",,,TRUE,TRUE,TRUE,FALSE
S2LR984dImqQzT,Heshangcave.C..2008,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,"CH, CR",,,TRUE,TRUE,TRUE,FALSE
S2LRAwkFTDejje,Hoqcave.VanRampelbergh.2013,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,"CH, CR",,,TRUE,TRUE,TRUE,FALSE
S2LRYaQyDMwILZ,Hoqcave.VanRampelbergh.2013,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,"CH, CR",,,TRUE,TRUE,TRUE,FALSE
S2LRBXVhP2hFuP,Huagapocave.Kanner.2013,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,"CH, CR",,,TRUE,TRUE,TRUE,FALSE
IC00COPR01A,IC00COPR,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,AO (01/15/2019),,,TRUE,TRUE,TRUE,FALSE
IC00EIGG01A,IC00EIGG,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,TO,,,TRUE,TRUE,TRUE,FALSE
IC00OE0202A,IC00OE02,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,AO (01/15/2019),,,TRUE,TRUE,TRUE,FALSE
IC00OE0302A,IC00OE03,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,AO (01/15/2019),,,TRUE,TRUE,TRUE,FALSE
IC00OE0503A,IC00OE05,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,AO (01/15/2019),,,TRUE,TRUE,TRUE,FALSE
IC00OE1101A,IC00OE11,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,AO (01/15/2019),,,TRUE,TRUE,TRUE,FALSE
IC00OE1201A,IC00OE12,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,AO (01/15/2019),,,TRUE,TRUE,TRUE,FALSE
IC00OE1301A,IC00OE13,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,AO (01/15/2019),,,TRUE,TRUE,TRUE,FALSE
IC00OE1401A,IC00OE14,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,AO (01/15/2019),,,TRUE,TRUE,TRUE,FALSE
IC00OE1501A,IC00OE15,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,AO (01/15/2019),,,TRUE,TRUE,TRUE,FALSE
IC00OE1601A,IC00OE16,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,AO (01/15/2019),,,TRUE,TRUE,TRUE,FALSE
IC00OE1801A,IC00OE18,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,AO (01/15/2019),,,TRUE,TRUE,TRUE,FALSE
IC00OE1901A,IC00OE19,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,AO (01/15/2019),,,TRUE,TRUE,TRUE,FALSE
IC00OE2001A,IC00OE20,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,AO (01/15/2019),,,TRUE,TRUE,TRUE,FALSE
IC00OE2101A,IC00OE21,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,AO (01/15/2019),,,TRUE,TRUE,TRUE,FALSE
IC00OE2201A,IC00OE22,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,AO (01/15/2019),,,TRUE,TRUE,TRUE,FALSE
IC00OE2301A,IC00OE23,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,AO (01/15/2019),,,TRUE,TRUE,TRUE,FALSE
IC00OEKC01A,IC00OEKC,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,AO (01/15/2019),,,TRUE,TRUE,TRUE,FALSE
IC00SC1601A,IC00SC16,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,AO,,,TRUE,TRUE,TRUE,FALSE
IC00SC1801A,IC00SC18,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,DVD,,,TRUE,TRUE,TRUE,FALSE
IC00SC2101A,IC00SC21,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,DVD,,,TRUE,TRUE,TRUE,FALSE
IC00SC2601A,IC00SC26,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,AO,,,TRUE,TRUE,TRUE,FALSE
IC00SC2901A,IC00SC29,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,DVD,,,TRUE,TRUE,TRUE,FALSE
IC00STHN01A,IC00STHN,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,AO (01/15/2019),,,TRUE,TRUE,TRUE,FALSE
IC00STTY01A,IC00STTY,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,AO (01/15/2019),,,TRUE,TRUE,TRUE,FALSE
IC00THDS03A,IC00THDS,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,TO,,,TRUE,TRUE,TRUE,FALSE
IC00THDS03B,IC00THDS,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,TO,,,TRUE,TRUE,TRUE,FALSE
IC01JO0101A,IC01JO01,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,AO (01/15/2019),,,TRUE,TRUE,TRUE,FALSE
IC02GR0501A,IC02GR05,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,AO (01/15/2019),,,TRUE,TRUE,TRUE,FALSE
IC02GR0701A,IC02GR07,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,AO (01/15/2019),,,TRUE,TRUE,TRUE,FALSE
IC02GR1701A,IC02GR17,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,AO (01/15/2019),,,TRUE,TRUE,TRUE,FALSE
IC02HEWD01A,IC02HEWD,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,DVD,,,TRUE,TRUE,TRUE,FALSE
IC02MUBI01A,IC02MUBI,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,AO (01/16/2019),,,TRUE,TRUE,TRUE,FALSE
IC02SCGN01A,IC02SCGN,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,AO (01/16/2019),,,TRUE,TRUE,TRUE,FALSE
IC02STTA02A,IC02STTA,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,AO (01/16/2019),,,TRUE,TRUE,TRUE,FALSE
IC02THKI02A,IC02THKI,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,TO,,,TRUE,TRUE,TRUE,FALSE
IC02THKI03A,IC02THKI,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,TO,,,TRUE,TRUE,TRUE,FALSE
IC02THKI04A,IC02THKI,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,TO,,,TRUE,TRUE,TRUE,FALSE
IC02THKI05A,IC02THKI,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,TO,,,TRUE,TRUE,TRUE,FALSE
IC03HOIL01A,IC03HOIL,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,TO,,,TRUE,TRUE,TRUE,FALSE
IC03HORB01A,IC03HORB,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,TO,,,TRUE,TRUE,TRUE,FALSE
IC04FIML01A,IC04FIML,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,TO,,,TRUE,TRUE,TRUE,FALSE
IC05ISAU01A,IC05ISAU,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,"DVD, TO",,,TRUE,TRUE,TRUE,FALSE
IC06KAS101A,IC06KAS1,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,AO (01/16/2019),,,TRUE,TRUE,TRUE,FALSE
IC06THDD01A,IC06THDD,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,TO,,,TRUE,TRUE,TRUE,FALSE
IC06THPR01A,IC06THPR,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,TO,,,TRUE,TRUE,TRUE,FALSE
IC06THPR02A,IC06THPR,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,TO,,,TRUE,TRUE,TRUE,FALSE
IC06THPR02B,IC06THPR,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,TO,,,TRUE,TRUE,TRUE,FALSE
IC06VID301A,IC06VID3,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,DVD,,,TRUE,TRUE,TRUE,FALSE
IC06VIGR01A,IC06VIGR,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,DVD,,,TRUE,TRUE,TRUE,FALSE
IC06VING01A,IC06VING,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,DVD,,,TRUE,TRUE,TRUE,FALSE
IC06WAML01A,IC06WAML,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,TO,,,TRUE,TRUE,TRUE,FALSE
IC07KADF01A,IC07KADF,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,AO (01/16/2019),,,TRUE,TRUE,TRUE,FALSE
IC07KARB01A,IC07KARB,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,TO,,,TRUE,TRUE,TRUE,FALSE
IC08DILO01A,IC08DILO,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,DVD,,,TRUE,TRUE,TRUE,FALSE
IC08HODF02A,IC08HODF,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,AO,,,TRUE,TRUE,TRUE,FALSE
IC08THGZ01A,IC08THGZ,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,AO,,,TRUE,TRUE,TRUE,FALSE
IC08VI7901A,IC08VI79,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,DVD,,,TRUE,TRUE,TRUE,FALSE
IC08VI8401A,IC08VI84,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,DVD,,,TRUE,TRUE,TRUE,FALSE
IC08VI8701A,IC08VI87,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,DVD,,,TRUE,TRUE,TRUE,FALSE
IC08VIRE01A,IC08VIRE,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,DVD,,,TRUE,TRUE,TRUE,FALSE
IC09EIBE01A,IC09EIBE,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,TO,,,TRUE,TRUE,TRUE,FALSE
IC09KA7901A,IC09KA79,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,AO,,,TRUE,TRUE,TRUE,FALSE
IC09KAD301A,IC09KAD3,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,DVD,,,TRUE,TRUE,TRUE,FALSE
IC09KANG01A,IC09KANG,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,DVD,,,TRUE,TRUE,TRUE,FALSE
IC09OPAN01A,IC09OPAN,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,"DVD, TO",,,TRUE,TRUE,TRUE,FALSE
IC09OPAN01B,IC09OPAN,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,"DVD, TO",,,TRUE,TRUE,TRUE,FALSE
IC09OPAN01C,IC09OPAN,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,"DVD, TO",,,TRUE,TRUE,TRUE,FALSE
IC09VIA800A,IC09VIA8,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,DVD,,,TRUE,TRUE,TRUE,FALSE
IC09VICC01A,IC09VICC,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,DVD,,,TRUE,TRUE,TRUE,FALSE
IC09VIRE01A,IC09VIRE,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,DVD,,,TRUE,TRUE,TRUE,FALSE
IC10NAB501A,IC10NAB5,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,AO,,,TRUE,TRUE,TRUE,FALSE
IC10VICR01A,IC10VICR,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,DVD,,,TRUE,TRUE,TRUE,FALSE
IC10VID302A,IC10VID3,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,DVD,,,TRUE,TRUE,TRUE,FALSE
IC10VIGI01B,IC10VIGI,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,DVD,,,TRUE,TRUE,TRUE,FALSE
IC10VIGR01A,IC10VIGR,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,DVD,,,TRUE,TRUE,TRUE,FALSE
IC10VIMI01B,IC10VIMI,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,DVD,,,TRUE,TRUE,TRUE,FALSE
IC10VIP100B,IC10VIP1,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,DVD,,,TRUE,TRUE,TRUE,FALSE
IC10VIP200B,IC10VIP2,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,DVD,,,TRUE,TRUE,TRUE,FALSE
IC10VIP300B,IC10VIP3,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,DVD,,,TRUE,TRUE,TRUE,FALSE
IC10VIRE01B,IC10VIRE,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,DVD,,,TRUE,TRUE,TRUE,FALSE
IC10VISA01B,IC10VISA,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,DVD,,,TRUE,TRUE,TRUE,FALSE
IC10VISD01B,IC10VISD,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,DVD,,,TRUE,TRUE,TRUE,FALSE
IC10VISE01B,IC10VISE,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,DVD,,,TRUE,TRUE,TRUE,FALSE
IC10VISG01B,IC10VISG,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,DVD,,,TRUE,TRUE,TRUE,FALSE
IC11BEVL01A,IC11BEVL,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,AO,,,TRUE,TRUE,TRUE,FALSE
IC11DILO01A,IC11DILO,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,DVD,,,TRUE,TRUE,TRUE,FALSE
IC11KIPW01A,IC11KIPW,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,DVD,,,TRUE,TRUE,TRUE,FALSE
IC11LAB401A,IC11LAB4,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,AO,,,TRUE,TRUE,TRUE,FALSE
IC11LIMI01A,IC11LIMI,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,TO,,,TRUE,TRUE,TRUE,FALSE
IC11STTA01A,IC11STTA,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,AO,,,TRUE,TRUE,TRUE,FALSE
IC12MUJR01A,IC12MUJR,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,AO,,,TRUE,TRUE,TRUE,FALSE
IC12RHME01A,IC12RHME,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,AO,,,TRUE,TRUE,TRUE,FALSE
IC12SIWG01A,IC12SIWG,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,AO,,,TRUE,TRUE,TRUE,FALSE
IC12WACD01A,IC12WACD,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,TO,,,TRUE,TRUE,TRUE,FALSE
IC13BOCG02A,IC13BOCG,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,TO,,,TRUE,TRUE,TRUE,FALSE
IC13BOCG03A,IC13BOCG,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,TO,,,TRUE,TRUE,TRUE,FALSE
