datasetId,pubIndex,doi_raw,doi,ref_source,authors_now,year_now,title_now,journal_now,resolved,source,authors_found,year_found,title_found,journal_found,kind_found,decision,from_store
pmWoq54bGxW7zT5205zcQ0,2,10.3289/GEOMAR_REP_109_2003,10.3289/geomar_rep_109_2003,,,,,,TRUE,datacite,"Nürnberg, Dirk; Schönfeld, Joachim; Dullo, Wolf-Christian",2003,RASTA Rapid climate changes in the western tropical Atlantic - Assessment of the biogenous and sedimentary record. R/V SONNE cruise report SO164,GEOMAR Forschungszentrum für Marine Geowissenschaften,Text,,FALSE
pmWp1tSs8XJPUv7raA0bTF,2,https://doi.pangaea.de/10.1594/PANGAEA.965908,10.1594/pangaea.965908,,,,,,TRUE,datacite,"Tachikawa, Kazuyo; Vidal, Laurence; Sonzogni, Corinne; Bard, Edouard",2024,Radiocarbon ages of sediment core MD97-2125,PANGAEA,Dataset,,FALSE
pmX8LnR6wz8t4qW5xcUqzG,2,https://doi.pangaea.de/10.1594/PANGAEA.965810,10.1594/pangaea.965810,,,,,,TRUE,datacite,"Sagawa, Takuya; Yokoyama, Yusuke; Ikehara, Minoru",2024,Radiocarbon ages of sediment core 3cBx,PANGAEA,Dataset,,FALSE
pmYIiq4e6bscTCvlHxMKB4,3,https://doi.pangaea.de/10.1594/PANGAEA.830215,10.1594/pangaea.830215,,,,,,TRUE,datacite,"Max, Lars; Lembke-Jene, Lester; Riethdorf, Jan-Rainer; Tiedemann, Ralf; Nürnberg, Dirk; Kühn, Hartmut; Mackensen, Andreas",2014,(Table 2) Radiocarbon ages of planktic and benthic foraminifera in sediment core LV29-114-3 from the northwest Pacific,PANGAEA,Dataset,,FALSE
pmZFHaFGzCAXkAlWLcKWrh,2,https://doi.pangaea.de/10.1594/PANGAEA.770287,10.1594/pangaea.770287,,,,,,TRUE,datacite,"Bolliet, Timothé; Holbourn, Ann E; Kuhnt, Wolfgang; Kissel, Catherine; Beaufort, Luc; Kienast, Markus; Andersen, Nils; Garbe-Schönberg, Dieter",2011,Age determination of sediment core MD06-3067,PANGAEA,Dataset,,FALSE
pmZs5rIpPYodMrRIlKD0Dr,6,10.2973/odp.proc.ir.130.1991,10.2973/odp.proc.ir.130.1991,,,,,,TRUE,crossref,,1991,"Proceedings of the Ocean Drilling Program, 130 Initial Reports",Proceedings of the Ocean Drilling Program,monograph,,FALSE
pmZvvFlW9RAe1ja03HZhdj,3,https://doi.pangaea.de/10.1594/PANGAEA.843747,10.1594/pangaea.843747,,,,,,TRUE,datacite,"Jonkers, Lukas; Zahn, Rainer; Thomas, Alexander; Henderson, Gideon M; Abouchami, Wafa; Francois, Roger; Masqué, Pere; Hall, Ian R; Bickert, Torsten",2015,"Age model, benthic δ¹³C and δ¹⁸O and Ca/Fe ratios of sediment core GeoB3808-6",PANGAEA,Dataset,,FALSE
pmaYurvpa6Q7C09BBhgSH3,4,https://doi.pangaea.de/10.1594/PANGAEA.358352,10.1594/pangaea.358352,,,,,,TRUE,datacite,"Labracherie, Monique; Labeyrie, Laurent D; Duprat, Josette M; Bard, Edouard; Arnold, Maurice; Pichon, Jean-Jacques; Duplessy, Jean-Claude",1989,(Table 4) Age determinations on sediment core MD84-527,PANGAEA,Dataset,,FALSE
pmad38BD5C9K8fyGBPjdEu,4,https://agupubs.onlinelibrary.wiley.com/doi/epdf/10.1029/94PA03062,10.1029/94pa03062,,,,,,TRUE,crossref,"Manighetti, B.; McCave, I. N.; Maslin, M.; Shackleton, N. J.",1995,Chronology for climate change: Developing age models for the biogeochemical ocean flux study cores,Paleoceanography,journal-article,,FALSE
pmakD0DZ6BLseaThYXftPq,1,10.3289/GEOMAR_REP_95_1999,10.3289/geomar_rep_95_1999,,,,,,TRUE,datacite,"Hüls, Christian Matthias",1999,Millennial-scale SST variability as inferred from planktonic foraminiferal census counts in the western subtropical Atlantic,GEOMAR Forschungszentrum für marine Geowissenschaften,Text,,FALSE
pmbFO8mcmohJfV4PGPvh9P,2,https://doi.pangaea.de/10.1594/PANGAEA.833622,10.1594/pangaea.833622,,,,,,TRUE,datacite,"Brunelle, Brigitte G; Sigman, Daniel M; Cook, Mea S; Keigwin, Lloyd D; Haug, Gerald H; Plessen, Birgit; Schettler, Georg; Jaccard, Samuel L",2014,"(Table S1) N15 isotope ratios, age determination and accumulation rates of sediment core HLY02-02-17",PANGAEA,Dataset,,FALSE
pmbW6nIzG3bEIoIpeTlcfm,3,https://doi.pangaea.de/10.1594/PANGAEA.755171,10.1594/pangaea.755171,,,,,,TRUE,datacite,"Spielhagen, Robert F; Werner, Kirstin; Sørensen, Steffen Aagaard; Zamelczyk, Katarzyna; Kandiano, Evgenia S; Budéus, Gereon; Husum, Katrine; Marchitto, Thomas M; Hald, Morten",2011,(Table S1) Age determination of sediment core MSM05/5_712-1,PANGAEA,Dataset,,FALSE
pmbgVk18Hub2QEWU5RAIMw,2,https://agupubs.onlinelibrary.wiley.com/doi/epdf/10.1029/2012PA002292,10.1029/2012pa002292,,,,,,TRUE,crossref,"Max, Lars; Riethdorf, Jan‐Rainer; Tiedemann, Ralf; Smirnova, Maria; Lembke‐Jene, Lester; Fahl, Kirsten; Nürnberg, Dirk; Matul, Alexander; Mollenhauer, Gesine",2012,"Sea surface temperature variability and sea‐ice extent in the subarctic northwest Pacific during the past 15,000 years",Paleoceanography,journal-article,,FALSE
pmboXc8dtpvCQOyELD3B3K,3,https://doi.pangaea.de/10.1594/PANGAEA.829499,10.1594/pangaea.829499,,,,,,TRUE,datacite,"Hoogakker, Babette A A; Chapman, Mark R; McCave, I Nicholas; Hillaire-Marcel, Claude; Ellison, Christopher RW; Hall, Ian R; Telford, Richard J",2011,(Table S1) Age determination of sediment cores from the Labrador Sea,PANGAEA,Dataset,,FALSE
pmbv6eazONrnl3F3WVATp8,2,https://doi.pangaea.de/10.1594/PANGAEA.824450,10.1594/pangaea.824450,,,,,,TRUE,datacite,"Schlung, Shilo A; Ravelo, Ana Christina; Aiello, Ivano W; Andreasen, Dyke; Cook, Mea S; Drake, Michelle K; Dyez, Kelsey A; Guilderson, Thomas P; LaRiviere, Jonathan P; Stroynowski, Zuzanna N; Takahashi, Kozo",2013,(Table 1) Age determination of IODP Hole 323-U1340A,PANGAEA,Dataset,,FALSE
pmbzJEKowJsFcIDsxm34IC,3,"https://doi.org/10.1594/PANGAEA.667496,",10.1594/pangaea.667496,,,,,,TRUE,datacite,"Jaeschke, Andrea; Rühlemann, Carsten; Arz, Helge Wolfgang; Heil, Gerrit M N; Lohmann, Gerrit",2007,(Table 1) Age model of sediment core GeoB3910-2 from the northeastern Brazil continental slope,PANGAEA,Dataset,,FALSE
pmc2DX0xCUih6mXuo5PkwB,3,https://doi.pangaea.de/10.1594/PANGAEA.832097,10.1594/pangaea.832097,,,,,,TRUE,datacite,"Bostock, Helen C; Opdyke, Bradley N; Gagan, Michael K; Fifield, L Keith",2004,(Table 2) Age determination of sediment core FR01/97-12,PANGAEA,Dataset,,FALSE
pmcPMKfTKVj2GsFb3BB4v3,3,https://doi.pangaea.de/10.1594/PANGAEA.143868,10.1594/pangaea.143868,,,,,,TRUE,datacite,"Weinelt, Mara",2004,Age control of sediment core GIK23415-9,PANGAEA,Dataset,,FALSE
pmcyymvhR6lYElunUudxxK,3,https://doi.pangaea.de/10.1594/PANGAEA.218145,10.1594/pangaea.218145,,,,,,TRUE,datacite,"Nürnberg, Dirk; Tiedemann, Ralf",2004,(Table 2) AMS 14C dating in sediment core LV28-42-4,PANGAEA,Dataset,,FALSE
pme1uKbroIkazytRdT4Kb0,2,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1002/2017PA003095,10.1002/2017pa003095,,,,,,TRUE,crossref,"Voigt, I.; Cruz, A. P. S.; Mulitza, S.; Chiessi, C. M.; Mackensen, A.; Lippold, J.; Antz, B.; Zabel, M.; Zhang, Y.; Barbosa, C. F.; Tisserand, A. A.",2017,Variability in mid‐depth ventilation of the western Atlantic Ocean during the last deglaciation,Paleoceanography,journal-article,,FALSE
pmeTjkXoV4sG5SgNq3jk9E,2,https://doi.pangaea.de/10.1594/PANGAEA.858600,10.1594/pangaea.858600,,,,,,TRUE,datacite,"Setiawan, Riza Yuliratno; Mohtadi, Mahyar; Southon, John; Groeneveld, Jeroen; Steinke, Stephan; Hebbeln, Dierk",2016,(Table 1) AMS 14C and calendar ages obtained frompPlanktic foraminifera shells in sediment cores GeoB10042-11 and GeoB10043-3,PANGAEA,Dataset,,FALSE
pmeTjkXoV4sG5SgNq3jk9E,4,https://doi.pangaea.de/10.1594/PANGAEA.858602,10.1594/pangaea.858602,,,,,,TRUE,datacite,"Setiawan, Riza Yuliratno; Mohtadi, Mahyar; Southon, John; Groeneveld, Jeroen; Steinke, Stephan; Hebbeln, Dierk",2016,"Measurement results of δ¹⁸O, Mg/Ca, and Ti/Ca of sediment cores GeoB10042-1 and GeoB10043-3",PANGAEA,Collection,,FALSE
pmeTjkXoV4sG5SgNq3jk9E,9,https://doi.pangaea.de/10.1594/PANGAEA.858607,10.1594/pangaea.858607,,,,,,TRUE,datacite,"Landergren, Sture",1966,Major constituents of deep sea cores obtained during the Swedish Deep-Sea Expedition,PANGAEA,Dataset,,FALSE
pmeTjkXoV4sG5SgNq3jk9E,11,https://doi.pangaea.de/10.1594/PANGAEA.858609,10.1594/pangaea.858609,,,,,,TRUE,datacite,"Landergren, Sture",1966,Ferride composition of deep sea cores obtained during the Swedish Deep-Sea Expedition,PANGAEA,Dataset,,FALSE
pmeTjkXoV4sG5SgNq3jk9E,12,https://doi.pangaea.de/10.1594/PANGAEA.858610,10.1594/pangaea.858610,,,,,,TRUE,datacite,"Landergren, Sture",1966,Major elements and trace ferrides in deep sea cores obtained during the Swedish Deep-Sea Expedition in 1947-1948,PANGAEA,Collection,,FALSE
pmeTjkXoV4sG5SgNq3jk9E,15,https://doi.pangaea.de/10.1594/PANGAEA.858613,10.1594/pangaea.858613,,,,,,TRUE,datacite,"Bauch, Dorothea; Polyak, Leonid; Ortiz, Joseph D",2016,delta13C DIC measurements in the Arctic Ocean,PANGAEA,Dataset,,FALSE
pmeTjkXoV4sG5SgNq3jk9E,16,https://doi.pangaea.de/10.1594/PANGAEA.858614,10.1594/pangaea.858614,,,,,,TRUE,datacite,"Stiasny, Martina H; Mittermayer, Felix H; Sswat, Michael; Voss, Rüdiger; Jutfelt, Fredrik; Chierici, Melissa; Puvanendran, Velmurugu; Mortensen, Atle; Reusch, Thorsten B H; Clemmesen, Catriona",2016,Survival of Atlantic cod larvae from the Barents Sea and the Western Baltic sea due to ocean acidification from two experiments : survival,PANGAEA,Dataset,,FALSE
pmeTjkXoV4sG5SgNq3jk9E,17,https://doi.pangaea.de/10.1594/PANGAEA.858615,10.1594/pangaea.858615,,,,,,TRUE,datacite,"Stiasny, Martina H; Mittermayer, Felix H; Sswat, Michael; Voss, Rüdiger; Jutfelt, Fredrik; Chierici, Melissa; Puvanendran, Velmurugu; Mortensen, Atle; Reusch, Thorsten B H; Clemmesen, Catriona",2016,Survival of Atlantic cod larvae from the Barents Sea and the Western Baltic sea due to ocean acidification from two experiments : CO2 data,PANGAEA,Dataset,,FALSE
pmeTjkXoV4sG5SgNq3jk9E,18,https://doi.pangaea.de/10.1594/PANGAEA.858616,10.1594/pangaea.858616,,,,,,TRUE,datacite,"Stiasny, Martina H; Mittermayer, Felix H; Sswat, Michael; Voss, Rüdiger; Jutfelt, Fredrik; Chierici, Melissa; Puvanendran, Velmurugu; Mortensen, Atle; Reusch, Thorsten B H; Clemmesen, Catriona",2016,Survival of Atlantic cod larvae from the Barents Sea and the Western Baltic sea due to ocean acidification from two experiments : feeding,PANGAEA,Dataset,,FALSE
pmeVJ4oEvTgdo3TqSYpVkY,2,https://doi.pangaea.de/10.1594/PANGAEA.87357,10.1594/pangaea.87357,,,,,,TRUE,datacite,"Bauch, Henning A; Müller-Lupp, Thomas; Taldenkova, Ekaterina; Spielhagen, Robert F; Kassens, Heidemarie; Grootes, Pieter Meiert; Thiede, Jörn; Heinemeier, Jan; Petryashov, Victor",2001,(Table 2) Age determination of sediment core PM9462-4,PANGAEA,Dataset,,FALSE
pmfQvcJmu31bXV1OEnBF5R,3,https://doi.pangaea.de/10.1594/PANGAEA.104849,10.1594/pangaea.104849,,,,,,TRUE,datacite,"Vogelsang, Elke; Sarnthein, Michael; Pflaumann, Uwe",2003,Age control of sediment core GIK16397-2,PANGAEA,Dataset,,FALSE
pmffkwL8YfFbQuaCtJUe3s,3,10.2973/odp.proc.ir.177.1999,10.2973/odp.proc.ir.177.1999,,,,,,TRUE,crossref,,1999,"Proceedings of the Ocean Drilling Program, 177 Initial Reports",Proceedings of the Ocean Drilling Program,monograph,,FALSE
pmgFhFlfeHZHYFQrWKKMc8,2,https://doi.pangaea.de/10.1594/PANGAEA.831674,10.1594/pangaea.831674,,,,,,TRUE,datacite,"Lynch-Stieglitz, Jean; Curry, William B; Lund, David C",2009,(Table S2) Isotopic composition of foraminifera from Florida Straits sediment cores,PANGAEA,Dataset,,FALSE
pmiNsILKcWM43aiyevxWpV,4,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2009PA001833,10.1029/2009pa001833,,,,,,TRUE,crossref,"Thornalley, David J. R.; Elderfield, Harry; McCave, I. Nick",2010,"Intermediate and deep water paleoceanography of the northern North Atlantic over the past 21,000 years",Paleoceanography,journal-article,,FALSE
pmj5lKXalmYjTxxIrdBOf3,2,https://doi.pangaea.de/10.1594/PANGAEA.855377,10.1594/pangaea.855377,,,,,,TRUE,datacite,"Oppo, Delia W; Horowitz, Michael",2000,Stable isotope ratios of Cibicidoides wuellerstorfi of sediment core V24-253,PANGAEA,Dataset,,FALSE
pmjIM0yBHvBkJBczk2YINC,4,https://doi.pangaea.de/10.1594/PANGAEA.54714,10.1594/pangaea.54714,,,,,,TRUE,datacite,"Wang, Luejiang; Sarnthein, Michael; Erlenkeuser, Helmut; Grimalt, Joan O; Grootes, Pieter Meiert; Heilig, S; Ivanova, Elena V; Kienast, Markus; Pelejero, Carles; Pflaumann, Uwe",1999,Isotope data of sediment core GIK17961-2,PANGAEA,Dataset,,FALSE
pmjRoOIjZ7mIugc096lUZq,2,https://doi.pangaea.de/10.1594/PANGAEA.803746,10.1594/pangaea.803746,,,,,,TRUE,datacite,"Wang, Yiming V; Larsen, Thomas; Leduc, Guillaume; Andersen, Nils; Blanz, Thomas; Schneider, Ralph R",2013,(Table 2) Age determination of sediment core GIK16160-3,PANGAEA,Dataset,,FALSE
pmjnwQENKA5XtQZg13lig2,2,https://doi.pangaea.de/10.1594/PANGAEA.831673,10.1594/pangaea.831673,,,,,,TRUE,datacite,"Lynch-Stieglitz, Jean; Curry, William B; Lund, David C",2009,(Table S1) Age determination of Florida Straits sediment cores,PANGAEA,Dataset,,FALSE
pmkVnW90n5gbVsF3R4AM0q,4,https://doi.pangaea.de/10.1594/PANGAEA.735759,10.1594/pangaea.735759,,,,,,TRUE,datacite,"Cacho, Isabel; Grimalt, Joan O; Pelejero, Carles; Canals, Miquel; Sierro, Francisco Javier; Flores, José-Abel; Shackleton, Nicholas J",1999,Age determination and paleotemperatures of sediment core MD95-2043 in the Alboran Sea,PANGAEA,Collection,,FALSE
pmkvts1rVpiS8vjYxxaSAx,2,https://doi.pangaea.de/10.1594/PANGAEA.833652,10.1594/pangaea.833652,,,,,,TRUE,datacite,"Ronge, Thomas A; Tiedemann, Ralf; Lamy, Frank; Köhler, Peter; Alloway, Brent V; De Pol-Holz, Ricardo; Pahnke, Katharina; Southon, John; Wacker, Lukas",2016,Radiocarbon datings on Globigerina bulloides of sediment core SO213/2_82-1,PANGAEA,Dataset,,FALSE
pmkvts1rVpiS8vjYxxaSAx,3,https://doi.pangaea.de/10.1594/PANGAEA.833659,10.1594/pangaea.833659,,,,,,TRUE,datacite,"Ronge, Thomas A; Tiedemann, Ralf; Lamy, Frank; Köhler, Peter; Alloway, Brent V; De Pol-Holz, Ricardo; Pahnke, Katharina; Southon, John; Wacker, Lukas",2016,Radiocarbon datings on benthic forminifera of sediment core SO213/2_82-1,PANGAEA,Dataset,,FALSE
pmlYuMKUTelWYYkG9GcJri,2,https://doi.pangaea.de/10.1594/PANGAEA.839281,10.1594/pangaea.839281,,,,,,TRUE,datacite,"Gibbons, Fern T; Oppo, Delia W; Mohtadi, Mahyar; Rosenthal, Yair; Cheng, Jun; Liu, Zhengyu; Linsley, Braddock K",2014,Radiocarbon dates and their calendar age conversions for sediment cores from the Indo-Pacific and Eastern Equatorial Pacific,PANGAEA,Dataset,,FALSE
pmmNrRVF8yAwt0lu0LKEgk,3,https://doi.pangaea.de/10.1594/PANGAEA.830218,10.1594/pangaea.830218,,,,,,TRUE,datacite,"Max, Lars; Lembke-Jene, Lester; Riethdorf, Jan-Rainer; Tiedemann, Ralf; Nürnberg, Dirk; Kühn, Hartmut; Mackensen, Andreas",2014,(Table 2) Radiocarbon ages of planktic and benthic foraminifera in sediment core SO201-2-12 from the northwest Pacific,PANGAEA,Dataset,,FALSE
pmnmY0brFKuv3dfx9eZDGD,2,http://onlinelibrary.wiley.com/doi/10.1029/2008PA001659,10.1029/2008pa001659,,,,,,TRUE,crossref,"Sikes, E. L.; Howard, W. R.; Samson, C. R.; Mahan, T. S.; Robertson, L. G.; Volkman, J. K.",2009,Southern Ocean seasonal temperature and Subtropical Front movement on the South Tasman Rise in the late Quaternary,Paleoceanography,journal-article,,FALSE
pmokuXp6fVNaGI4sajHO9E,2,https://doi.pangaea.de/10.1594/PANGAEA.829471,10.1594/pangaea.829471,,,,,,TRUE,datacite,"Romahn, Sarah; Mackensen, Andreas; Groeneveld, Jeroen; Pätzold, Jürgen",2014,(Table S1) Age determination of sediment core GeoB12615-4,PANGAEA,Dataset,,FALSE
pmoyP2WD0lwfOl04OpmXYV,3,https://doi.pangaea.de/10.1594/PANGAEA.832863,10.1594/pangaea.832863,,,,,,TRUE,datacite,"Molyneux, Elizabeth G; Hall, Ian R; Zahn, Rainer; Diz, Paula",2007,(Table 1) Age determination of sediment core MD02-2589,PANGAEA,Dataset,,FALSE
pmqBGXymCkZSvH1aNJRlVJ,4,https://doi.pangaea.de/10.1594/PANGAEA.56993,10.1594/pangaea.56993,,,,,,TRUE,datacite,"Vidal, Laurence; Schneider, Ralph R; Marchal, Olivier; Bickert, Torsten; Stocker, Thomas F; Wefer, Gerold",1999,(Table 2) Age determination of sediment core GeoB1711-4,PANGAEA,Dataset,,FALSE
pmqSbvCjRkoXI4LzXqAxSa,2,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2006GL027234,10.1029/2006gl027234,,,,,,TRUE,crossref,"Newton, Alicia; Thunell, Robert; Stott, Lowell",2006,Climate and hydrographic variability in the Indo‐Pacific Warm Pool during the last millennium,Geophysical Research Letters,journal-article,,FALSE
pmrwVuqUwoDYJpKU7wy25B,1,"10.1038/nature03544, 10.1029/2005PA001191",10.1038/nature03544,,,,,,TRUE,crossref,"Sachs, Julian P.; Anderson, Robert F.",2005,Increased productivity in the subantarctic ocean during Heinrich events,Nature,journal-article,,FALSE
pmsVTygImbNbzSQqBLpCoO,2,https://doi.pangaea.de/10.1594/PANGAEA.134609,10.1594/pangaea.134609,,,,,,TRUE,datacite,"Sarnthein, Michael",2004,Age determination of sediment core GIK13289-2,PANGAEA,Dataset,,FALSE
pmt7y6hh0bdzMDSELFWNJp,2,https://doi.pangaea.de/10.1594/PANGAEA.837180,10.1594/pangaea.837180,,,,,,TRUE,datacite,"Fraser, Nicholas; Kuhnt, Wolfgang; Holbourn, Ann E; Bolliet, Timothé; Andersen, Nils; Blanz, Thomas; Beaufort, Luc",2014,Age model of sediment core MD06-3075,PANGAEA,Dataset,,FALSE
pmtLqKzjW7x1XtrYnJzIj3,1,10.3289/GEOMAR_REP_73_1998,10.3289/geomar_rep_73_1998,,,,,,TRUE,datacite,"Richter, Thomas",1998,"Sedimentary fluxes at the Mid-Atlantic Ridge: sediment sources, accumulation rates, and geochemical characterisation",GEOMAR Forschungszentrum für marine Geowissenschaften,Text,,FALSE
pmtLqKzjW7x1XtrYnJzIj3,2,https://doi.pangaea.de/10.1594/PANGAEA.66315,10.1594/pangaea.66315,,,,,,TRUE,datacite,"Richter, Thomas",2001,Age model and sedimentation rates of core GEOFAR KF13,PANGAEA,Dataset,,FALSE
pmtYaGPt5BnHIpikiYCrqW,3,https://doi.pangaea.de/10.1594/PANGAEA.965931,10.1594/pangaea.965931,,,,,,TRUE,datacite,"Govil, Pawan; Naidu, Pothuri Divakar",2024,Radiocarbon ages of sediment core SK218-1,PANGAEA,Dataset,,FALSE
pmvY18g9bpz0KJN8Nhrdh0,3,https://doi.pangaea.de/10.1594/PANGAEA.124312,10.1594/pangaea.124312,,,,,,TRUE,datacite,"Simstich, Johannes; Stanovoy, Vladimir V; Bauch, Dorothea; Erlenkeuser, Helmut; Spielhagen, Robert F",2003,Stable isotopes measured on Paracyprideis pseudopunctillata of sediment core BP00-07/05,PANGAEA,Dataset,,FALSE
pmvzIL31Cn1cHoLDZra3Qp,3,https://doi.pangaea.de/10.1594/PANGAEA.509451,10.1594/pangaea.509451,,,,,,TRUE,datacite,"Hald, Morten; Ebbesen, Hanne; Forwick, Matthias; Godtliebsen, Fred; Khomenko, Liza; Korsun, Sergei; Ringstad Olsen, Lena; Vorren, Tore O",2004,(Table 1) Age model of sediment core MD99-2304,PANGAEA,Dataset,,FALSE
pmw3wPl1RHF6SzA5dytJwZ,4,https://doi.pangaea.de/10.1594/PANGAEA.810414,10.1594/pangaea.810414,,,,,,TRUE,datacite,"Werner, Kirstin; Spielhagen, Robert F; Bauch, Dorothea; Hass, H Christian; Kandiano, Evgenia S",2013,Age determination of sediment core MSM05/5_712-2,PANGAEA,Dataset,,FALSE
pmxBA0J2K8vTCS0xcJcdYe,2,https://onlinelibrary.wiley.com/doi/full/10.1002/jqs.2767,10.1002/jqs.2767,,,,,,TRUE,crossref,"RIPPERT, NADINE; BAUMANN, KARL-HEINZ; PÄTZOLD, JÜRGEN",2015,Thermocline fluctuations in the western tropical Indian Ocean during the past 35 ka,Journal of Quaternary Science,journal-article,,FALSE
pmyyK58p8g0ikW0ZX81zlw,3,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2009PA001833,10.1029/2009pa001833,,,,,,TRUE,crossref,"Thornalley, David J. R.; Elderfield, Harry; McCave, I. Nick",2010,"Intermediate and deep water paleoceanography of the northern North Atlantic over the past 21,000 years",Paleoceanography,journal-article,,FALSE
vzmYOOfD62zpcH4hvL2e,1,doi:10.1017/qua.2021.75,10.1017/qua.2021.75,,missing,,,,TRUE,crossref,"Broadman, Ellie; Kaufman, Darrell S.; Anderson, R. Scott; Bogle, Sonya; Ford, Matthew; Fortin, David; Henderson, Andrew C. G.; Lacey, Jack H.; Leng, Melanie J.; McKay, Nicholas P.; Muñoz, Samuel E.",2022,Reconstructing postglacial hydrologic and environmental change in the eastern Kenai Peninsula lowlands using proxy data and mass balance modeling,Quaternary Research,journal-article,,FALSE
wbxKG9cInh2isoK5JzB7,1,"10.1029/2008PA001598, 10.1029/2010gc003171, 10.1007/s00382-007-0224-2",10.1029/2008pa001598,,"Kilbourne, K. Halimeda",,,,TRUE,crossref,"Kilbourne, K. H.; Quinn, T. M.; Webb, R.; Guilderson, T.; Nyberg, J.; Winter, A.",2008,Paleoclimate proxy perspective on Caribbean climate since the year 1751: Evidence of cooler temperatures and multidecadal variability,Paleoceanography,journal-article,,FALSE
pm6tTmDnHamyRrMrifSRZF,3,https://doi.pangaea.de/10.1594/PANGAEA.735761?format=html#download,10.1594/pangaea.735761?format=html#download,,,,,,FALSE,,,,,,,,FALSE
pmCaWr3aF3iey37orspOrI,2,http://onlinelibrary.wiley.com/doi/10.1029/1999PA000375/epdf,10.1029/1999pa000375/epdf,,,,,,FALSE,,,,,,,,FALSE
pmFDFf8hNvrqgeYb8234BK,2,https://doi.pangaea.de/10.1594/PANGAEA.839281?format=html#mevent2591788,10.1594/pangaea.839281?format=html#mevent2591788,,,,,,FALSE,,,,,,,,FALSE
pmFeQ3fw4s3Dd1UkcO92Hf,2,https://doi.pangaea.de/10.1594/PANGAEA.858601,10.1594/pangaea.858601,,,,,,FALSE,,,,,,,,FALSE
pmHjfQHGtAnthmWH3iS8Ga,5,https://doi.pangaea.de/10.1594/PANGAEA.82025?format=html#download,10.1594/pangaea.82025?format=html#download,,,,,,FALSE,,,,,,,,FALSE
pmJeUYrLzcu5T0v81bj8Tx,2,10.1130/G23455A,10.1130/g23455a,,,,,,FALSE,,,,,,,,FALSE
pmN59w8CIQI2Yb8Ef6ocXb,3,http://onlinelibrary.wiley.com/doi/10.1029/2001PA000643/full,10.1029/2001pa000643/full,,,,,,FALSE,,,,,,,,FALSE
pmOgUF4QvYjIwRErw9aoBE,2,http://onlinelibrary.wiley.com/store/10.1029/2008PA001717/asset/supinfo/palo1569-sup-0002-ds01.txt?v=1&s=262b235c9185bd928247b6b6728d57b054dfa7b7,10.1029/2008pa001717/asset/supinfo/palo1569-sup-0002-ds01.txt?v=1&s=262b235c9185bd928247b6b6728d57b054dfa7b7,,,,,,FALSE,,,,,,,,FALSE
pmOuJWEQRZtdIEuTr4ONlt,7,http://onlinelibrary.wiley.com/doi/10.1029/2004PA001094/full,10.1029/2004pa001094/full,,,,,,FALSE,,,,,,,,FALSE
pmP0vAevtjfqkUylCmsBYd,2,http://onlinelibrary.wiley.com/doi/10.1002/jqs.843/full,10.1002/jqs.843/full,,,,,,FALSE,,,,,,,,FALSE
pmPQlblr1lGpy7JSmNqcSu,2,http://onlinelibrary.wiley.com/doi/10.1029/1999PA000375/epdf,10.1029/1999pa000375/epdf,,,,,,FALSE,,,,,,,,FALSE
pmUtgcvHcKJW3xyig5ALxe,7,http://onlinelibrary.wiley.com/doi/10.1029/2012PA002292/full,10.1029/2012pa002292/full,,,,,,FALSE,,,,,,,,FALSE
pmWWy1AqxXWkRQTwphr8OU,2,http://onlinelibrary.wiley.com/doi/10.1029/96PA01236/abstract,10.1029/96pa01236/abstract,,,,,,FALSE,,,,,,,,FALSE
pmWoDMB09RUeWGzVab4Ybp,3,http://onlinelibrary.wiley.com/doi/10.1002/jqs.843/full,10.1002/jqs.843/full,,,,,,FALSE,,,,,,,,FALSE
pmWoq54bGxW7zT5205zcQ0,3,http://onlinelibrary.wiley.com/store/10.1029/2010PA002015/asset/supinfo/palo1685-sup-0006-ds05.txt?v=1&s=55e2cc5ffcd658375f954cec900af1feedfbb9c8,10.1029/2010pa002015/asset/supinfo/palo1685-sup-0006-ds05.txt?v=1&s=55e2cc5ffcd658375f954cec900af1feedfbb9c8,,,,,,FALSE,,,,,,,,FALSE
pmX458HTR6mMSrZstnU4Ea,2,http://onlinelibrary.wiley.com/store/10.1029/2008PA001717/asset/supinfo/palo1569-sup-0002-ds01.txt?v=1&s=262b235c9185bd928247b6b6728d57b054dfa7b7,10.1029/2008pa001717/asset/supinfo/palo1569-sup-0002-ds01.txt?v=1&s=262b235c9185bd928247b6b6728d57b054dfa7b7,,,,,,FALSE,,,,,,,,FALSE
pmXbDTI8fW3pEru04LYzTX,2,https://agupubs.onlinelibrary.wiley.com/doi/epdf/10.1029/92PA01651?saml_re,10.1029/92pa01651?saml_re,,,,,,FALSE,,,,,,,,FALSE
pmYLYV7IoDEnDdyYDm0cpF,2,10.2307/3084188,10.2307/3084188,,,,,,FALSE,,,,,,,,FALSE
pmaCWGurH7g300g5bM0Ivz,2,http://onlinelibrary.wiley.com/doi/10.1029/2008PA001661/full,10.1029/2008pa001661/full,,,,,,FALSE,,,,,,,,FALSE
