datasetId,pubIndex,doi_raw,doi,ref_source,authors_now,year_now,title_now,journal_now,resolved,source,authors_found,year_found,title_found,journal_found,kind_found,decision,from_store
LC59e86932f736770b29678910dd21f2be,1,noPubOnRecord,,,,,,,,,,,,,,,FALSE
LC5b1e1b45af4df0cd83f4e31b487f0d57,1,"Whitlock, C., 1993. Postglacial vegetation and climate of Grand Teton and southern Yellowstone National Parks. Ecological Monographs, 63(2), pp.173-198.",,,,,,,,,,,,,,,FALSE
LC5b3dcad11b800eda133a2a71cd9fe6ed,1,"MacDonald, G.M., 1987. Postglacial vegetation history of the Mackenzie River Basin. Quaternary Research, 28(2), pp.245-262.",,,,,,,,,,,,,,,FALSE
LC5cb2d66a4653730f0c8b86a7fc58375f,1,noPubOnRecord,,,,,,,,,,,,,,,FALSE
LC5cecd4e3aa0ef8a2605c00503b811cfb,1,"Lazarova, M.A., Tonkov, S., Marinova, E., Ivanov, D. and Bozilova, E.D.B, 2011. 12. Western Rhodopes Mountains (Bulgaria): peat bog Beliya Kanton. Grana, 50(2), pp.162-164.",,,,,", M.A., Tonkov, S., Marinova, E., Ivanov, D.",and Bozilova,,,,,,,,,FALSE
LC5e0802a64a21ff428cf06e810e8cb73b,1,noPubOnRecord,,,,,,,,,,,,,,,FALSE
LC600a993d812e9b65c6e821425dd8085d,1,noPubOnRecord,,,,,,,,,,,,,,,FALSE
LC60ac6cc1e5ad9b3b351c97c4931df2fc,1,noPubOnRecord,,,,,,,,,,,,,,,FALSE
LC60c3dcacce9d99c0f138110b5a12f79c,1,"Browne, P.R.,1986. Pollen Stratigraphy in the Nephin Begs Co. Mayo. Doctoral dissertation. University of Dublin, Trinity College, Dublin, Ireland.",,,,,"P.R.,1986.",Pollen Stratigraphy in the Nephin Begs Co. Mayo. Doctoral dissertation. University of Dublin,,,,,,,,,FALSE
LC60d5b6128a6f747e4767013cd70772fb,1,"Ager, T.A. and Brubaker, L.B., 1985. Quaternary palynology and vegetational history of Alaska. In: Pollen records of late Quaternary North American sediments ed. by V.M. Bryant, Jr. and R.G. Holloway (pp.353-384). American Association of Stragigraphic Palynologists Foundation, Dallas, Texas, USA.",,,,,,,,,,,,,,,FALSE
LC6437d4fc2aa70f10bf12f0fda469b3a5,1,noPubOnRecord,,,,,,,,,,,,,,,FALSE
LC67859dcd95de18b3ffa8e28d6ec6e663,1,noPubOnRecord,,,,,,,,,,,,,,,FALSE
LC698355fae0fe91471d5cf915a9e2ed23,1,"Brown, K.J. and Hebda, R.J., 2003. Coastal rainforest connections disclosed through a Late Quaternary vegetation, climate, and fire history investigation from the Mountain Hemlock Zone on southern Vancouver Island, British Colombia, Canada. Review of Palaeobotany and Palynology, 123(3-4), pp.247-269.",,,,,,,,,,,,,,,FALSE
LC6a72e9a5a2020109a4f1fa0e43ebf5fb,1,"Richard, P.J.H. 1981. Paleophytogeographie postglaciaire en Ungava par l'analyse pollinique. Collection Paleo-Quebec, 13, p.154 (in French).",,,,,P.J.H.,1981. Paleophytogeographie postglaciaire en Ungava par l'analyse pollinique. Collection Paleo-Quebec,,,,,,,,,FALSE
LC6d3f123777765651d879a69cda8ac76e,1,noPubOnRecord,,,,,,,,,,,,,,,FALSE
LC6f745bf34db12a468395afef6093719b,4,,,,,,,,,,,,,,,,FALSE
LC74c2e66a20ddfc90ec7861f1929fd561,1,noPubOnRecord,,,,,,,,,,,,,,,FALSE
LC7c13777370f1c0464d6823f9bd4f1984,1,"Svobodova, H. 1992. The development of the southern Moravian vegetation in the Late Glacial and Holocene. Doctoral dissertation. Institute of Botany, CAS, Pruhonice, Czech Republic (in Czech).",,,,,"a, H.",1992. The development of the southern Moravian vegetation in the Late Glacial and Holocene. Doctoral dissertation. Institute of Botany,,,,,,,,,FALSE
LC7d0b04ed171f44e6e5dc3f94e1aabae5,1,"Xu, Q.H. and Yang, X.L. 1998. Ancient vegetation interpreted by alluvial pollen at northern mountain area of Hebei Province. Scientia Geographica Sinica, 18(5), pp.486-492 (in Chinese).",,,,,"and Yang, X.L.",1998. Ancient vegetation interpreted by alluvial pollen at northern mountain area of Hebei Province. Scientia Geographica Sinica,,,,,,,,,FALSE
LC7e21f73bddb282564646ff60618e9d6a,1,"Willutzki, H., 1962. Zur Waldgeschichte und Vermoorung sowie uber Rekurrenzflachen im Oberharz. Nova Acta Leopoldina N.F., 25(160), pp.1-52 (in German).",,,"Willutzki, H., 1962. Zur Waldgeschichte und Vermoorung sowie uber Rekurrenzflachen im Oberharz. Nova Acta Leopoldina N.F.",,,,,,,,,,,,FALSE
LC7eb7c8c49e24833c34dcd63f0f6d9dd7,1,noPubOnRecord,,,,,,,,,,,,,,,FALSE
LC81c45c5975f69e95a0b8673193f3068d,1,noPubOnRecord,,,,,,,,,,,,,,,FALSE
LC82a6c420906e3bc2ac3af1dddf6b0fa6,1,noPubOnRecord,,,,,,,,,,,,,,,FALSE
LC845796faf905269869eb5d327faa677c,1,noPubOnRecord,,,,,,,,,,,,,,,FALSE
LC85e04caab97538a0d124e787863ce407,1,noPubOnRecord,,,,,,,,,,,,,,,FALSE
LC85e4c5d15a06f35cb787a46db064c437,1,"Lynch, E.A., 1998. Origin of a park-forest vegetation mosaic in the Wind River Range, Wyoming. Ecology, 79(4), pp.1320-1338.",,,,,,,,,,,,,,,FALSE
LC88a289022aa90280a38332628ae5b28d,1,noPubOnRecord,,,,,,,,,,,,,,,FALSE
LC8a1740e3b087884104b2c4f13a678c7c,1,"Jacobs, B.F., 1985. A middle Wisconsin pollen record from Hay Lake, Arizona. Quaternary Research, 24(1), pp.121-130.",,,,,,,,,,,,,,,FALSE
LC8df8ffa02558fc0dd76dc298cf943e93,1,"Ritchie, J.C., 1976. The late-Quaternary vegetational history of the western interior of Canada. Canadian Journal of Botany, 54(15), pp.1793-1818.",,,,,,,,,,,,,,,FALSE
LC91bd4352a08e2532cd37281c308a8677,1,noPubOnRecord,,,,,,,,,,,,,,,FALSE
LC93ba378e7a63b13dcf6a48d95f4826a4,1,noPubOnRecord,,,,,,,,,,,,,,,FALSE
LC951bbd76a6216e2ca3a78005ed370478,1,"Fall, P.L., 1985. Holocene dynamics of the subalpine forest in central Colorado. American Association of Stratigraphic Palynologists Contribution Series, 16, pp.31-46.",,,,,,,,,,,,,,,FALSE
LC958528d2c3e42d32c8624a231516081d,1,noPubOnRecord,,,,,,,,,,,,,,,FALSE
LC9693c2e470ecf5c1ba7b4aa2bc3498e0,1,"Coutard, S. 2003. Formations quaternaires en bordure d'une mer epicontinentale, la Manche. Tectonique, eustatisme, climat et occupations humaines. Exemple du Val de Saire (Normandie, France). Doctoral dissertation. Universite de Caen, Caen, France.",,,,,S.,2003. Formations quaternaires en bordure d'une mer epicontinentale,,,,,,,,,FALSE
LC976ca99a559b63395a63c43a4789eabc,1,noPubOnRecord,,,,,,,,,,,,,,,FALSE
LC98bd94dce4fd1e50b00dad6d95aea761,1,noPubOnRecord,,,,,,,,,,,,,,,FALSE
LC9b6500b64fefc8a679cc473635ca4efb,1,noPubOnRecord,,,,,,,,,,,,,,,FALSE
LC9db3071dda667f0913813eff2d3f8672,1,noPubOnRecord,,,,,,,,,,,,,,,FALSE
LC9f030d1251f69939a5ccbc27788bbd52,1,noPubOnRecord,,,,,,,,,,,,,,,FALSE
LCa44a1862baca9bb49b254e7289cc3624,1,"Davis, O.K. and Moratto, M.J., 1988. Evidence for a warm dry early Holocene in the western Sierra Nevada of California: Pollen and plant macrofossil analysis of Dinkey and Exchequer Meadows. Madrono, 35(2), pp.132-149.",,,,,,,,,,,,,,,FALSE
LCa534c97adc52ce84c45b8ea6e86d408f,1,noPubOnRecord,,,,,,,,,,,,,,,FALSE
LCa5624e59fc0c8a5c1ed1b8cfaa57c95d,1,noPubOnRecord,,,,,,,,,,,,,,,FALSE
LCa74fd744760b45c34b319af2a170a452,1,noPubOnRecord,,,,,,,,,,,,,,,FALSE
LCa78f288266f9f8f2c158387580cedb23,1,noPubOnRecord,,,,,,,,,,,,,,,FALSE
LCa808f70e7dc101a47330d7dffd39625d,1,noPubOnRecord,,,,,,,,,,,,,,,FALSE
LCa870729a613ac877d33ac0fc690f12fa,1,noPubOnRecord,,,,,,,,,,,,,,,FALSE
LCac2a6513b0bd169b5124be953aa03166,1,noPubOnRecord,,,,,,,,,,,,,,,FALSE
LCac301924abe8e8b6845a6fcc9237706a,1,"Filipovitch, L. 1985. Palynological studies of peat bogs on the southern slopes of Vitosha mountain. Forest Science, 2, pp.3-16.",,,,,"tch, L.",1985. Palynological studies of peat bogs on the southern slopes of Vitosha mountain. Forest Science,,,,,,,,,FALSE
LCb2dc39b2a04394d4b3036fd20e1d72f5,1,noPubOnRecord,,,,,,,,,,,,,,,FALSE
LCb7a11837c3e73b14ad97df43b57903e3,1,noPubOnRecord,,,,,,,,,,,,,,,FALSE
LCb7da1883efc39c20467a46cb54d1b4fb,1,noPubOnRecord,,,,,,,,,,,,,,,FALSE
LCb98814f8c8816437256f71ae24e85b1b,1,"Feiler, E.J., Anderson, R.S. and Koehler, P.A., 1997. Late Quaternary Paleoenvironments of the White River Plateau, Colorado, U.S.A. Arctic and Alpine Research, 29(1), pp.53-62.",,,,,,,,,,,,,,,FALSE
LCbbf16232a6d74c9b4ec92b5cd0a243b2,1,noPubOnRecord,,,,,,,,,,,,,,,FALSE
LCc0c1d5e756977a203be3aee22572c1a1,1,noPubOnRecord,,,,,,,,,,,,,,,FALSE
LCc29ed55c149836f810ffae0039b7f012,1,noPubOnRecord,,,,,,,,,,,,,,,FALSE
LCc3f65b283ee5c27d2ad7da38178b6d53,1,noPubOnRecord,,,,,,,,,,,,,,,FALSE
LCc4390fc31e7704c2aaf186346228e47b,1,"Anderson, R.S., 1987. Late-Quaternary environments of the Sierra Nevada, California. Doctoral dissertation. University of Arizona, Tucson, Arizona, USA.",,,,,,,,,,,,,,,FALSE
LCc790b9ce7a2d85de2b71be2f6e0ccd99,1,"Ritchie, J.C. and Vries, B.D., 1964. Contributions to the Holocene paleoecology of westcentral Canada: a late-glacial deposit from the Missouri Coteau. Canadian Journal of Botany, 42(6), pp.677-692.",,,,,,,,,,,,,,,FALSE
LCcc5b84f39c89339a48e9e7609790c8a1,1,"Coutard, S. 2003. Formations quaternaires en bordure d'une mer epicontinentale, la Manche. Tectonique, eustatisme, climat et occupations humaines. Exemple du Val de Saire (Normandie, France). Doctoral dissertation. Universite de Caen, Caen, France.",,,,,S.,2003. Formations quaternaires en bordure d'une mer epicontinentale,,,,,,,,,FALSE
LCcf626cde48871a82191d550a4e6f1735,1,noPubOnRecord,,,,,,,,,,,,,,,FALSE
LCd298c5737cc674384964b6a8d06e89d7,1,noPubOnRecord,,,,,,,,,,,,,,,FALSE
LCd311965ab95d8eade52f6cbc620fde3c,1,noPubOnRecord,,,,,,,,,,,,,,,FALSE
LCd45b4f0f21add22fe80f74c8111ad9e9,1,noPubOnRecord,,,,,,,,,,,,,,,FALSE
LCd65f11eb233872f6c2c22c5c0235eed1,1,"Shafer, D.S., 1989. The timing of late Quaternary monsoon precipitation maxima in the southwest United States. Doctoral dissertation. University of Arizona, Tucson, Arizona, USA.",,,,,,,,,,,,,,,FALSE
LCd664687727dcc8f62448d623865230d6,1,"Richard, P.J.H. 1981. Paleophytogeographie postglaciaire en Ungava par l'analyse pollinique. Collection Paleo-Quebec, 13, p.154 (in French).",,,,,P.J.H.,1981. Paleophytogeographie postglaciaire en Ungava par l'analyse pollinique. Collection Paleo-Quebec,,,,,,,,,FALSE
LCd89237f7e2e2e7178bd0749e23235f2e,1,noPubOnRecord,,,,,,,,,,,,,,,FALSE
LCdc18322217e551c36c3db50f49007972,1,"Barnosky, C.W., 1985. Late Quaternary vegetation in the southwestern Columbia basin, Washington. Quaternary Research, 23(1), pp.109-122.",,,,,,,,,,,,,,,FALSE
LCe1e6c81b489499702cce49afd1c13e4d,1,noPubOnRecord,,,,,,,,,,,,,,,FALSE
LCe30a705c9677e04e43e35a014f192c02,1,noPubOnRecord,,,,,,,,,,,,,,,FALSE
LCe342e5aebf9ee7c2a44806a829b2365c,1,"MacDonald, G.M. and Cwynar, L.C., 1991. Post-glacial population growth rates of Pinus contorta ssp. latifolia in western Canada. Journal of Ecology, 79(2), pp.417-429.",,,,,,,,,,,,,,,FALSE
LCe4721dde0617b369da3620102791d4c4,1,noPubOnRecord,,,,,,,,,,,,,,,FALSE
LCe4aca8832dd3cf71db22603702bb3dc4,1,"Verbruggen, C., Denys, L. and Kiden, P.,1996. Palaeoecological events in Belgium during the last 13,000 years with special reference to sandy Flanders. In: Palaeoecological Events During the Last 15,000 Years: Regional Syntheses of Palaeoecological Studies of Lakes and Mires Europe ed. by B.E. Berglund, H.J.B. Birks, M. Ralska-Jasiewiczowa, and H.E. Wright (pp.553-574). Wiley, Chichester, United Kingdom.",,,,,"en, C., Denys, L.",and Kiden,,,,,,,,,FALSE
LCe55c63927e1e834a6255b3aa3bcebd32,1,"Browne, P.R.,1986. Pollen Stratigraphy in the Nephin Begs Co. Mayo. Doctoral dissertation. University of Dublin, Trinity College, Dublin, Ireland.",,,,,"P.R.,1986.",Pollen Stratigraphy in the Nephin Begs Co. Mayo. Doctoral dissertation. University of Dublin,,,,,,,,,FALSE
LCe7b15eb2b820320d80a32a7aa681cb5b,1,noPubOnRecord,,,,,,,,,,,,,,,FALSE
LCe7e087a40b6e071c7bc380610715f40e,1,noPubOnRecord,,,,,,,,,,,,,,,FALSE
LCe8802bc460f9e132268ccf2343551165,1,noPubOnRecord,,,,,,,,,,,,,,,FALSE
LCe90679c1b5177a9cda38a41661c97057,1,noPubOnRecord,,,,,,,,,,,,,,,FALSE
LCe9d1213c8b3739fa1d3fe77e04e96ddf,1,noPubOnRecord,,,,,,,,,,,,,,,FALSE
LCecf327f75ef1937eda4bf1b037b3713f,1,noPubOnRecord,,,,,,,,,,,,,,,FALSE
LCee6bc736cdc246a4a39797fbad0363bd,1,noPubOnRecord,,,,,,,,,,,,,,,FALSE
LCee90af72d96a161f134fbacaee90484d,1,noPubOnRecord,,,,,,,,,,,,,,,FALSE
LCf08caf88af250e7cdab4022ff0485965,1,"Neustadt, M.I., and E.M. Zelikson. 1971. Neue Angaben zur stratiraphie der Torfmoore Westsibiriens. Julkaisuaika, Acta Agralia fennica, 123, pp.27-32 (in German).",,,,,", M.I., and E.M.",Zelikson. 1971. Neue Angaben zur stratiraphie der Torfmoore Westsibiriens. Julkaisuaika,,,,,,,,,FALSE
LCf2012ef6cd2518ffba21e0a6743e0e6e,1,"Brubaker, L.B., Garfinkee, H.L. and Edwards, M.E., 1983. A late Wisconsin and Holocene vegetation history from the central Brooks Range: implications for Alaskan palaeoecology. Quaternary Research, 20(2), pp.194-214.",,,,,,,,,,,,,,,FALSE
LCf2a0c93113e32f60c825f1f6fa137da8,1,noPubOnRecord,,,,,,,,,,,,,,,FALSE
LCf54c24ecafdb4d5470984d75b8053951,1,"Latalowa, M. 1982. Major aspects of the vegetational history in the Eastern Baltic coastal zone of Poland. Acta Palaeobotanica, 22, pp.47-63.",,,,,", M.",1982. Major aspects of the vegetational history in the Eastern Baltic coastal zone of Poland. Acta Palaeobotanica,,,,,,,,,FALSE
LCf5a9bd87fedda4de557d4662b1abbe9e,1,noPubOnRecord,,,,,,,,,,,,,,,FALSE
LCf6b7c46a191af0d34f31bb5e8b799734,1,noPubOnRecord,,,,,,,,,,,,,,,FALSE
LCf83188152f14cebfe7774d5b3224d340,1,noPubOnRecord,,,,,,,,,,,,,,,FALSE
LCf9306614fdb18d1a3eb931ff18c554e2,1,noPubOnRecord,,,,,,,,,,,,,,,FALSE
LCf941691b0452cfb0a9ba1388ea64210b,1,"Barnosky, C.W., 1981. A record of late Quaternary vegetation from Davis Lake, southern Puget Lowland, Washington. Quaternary Research, 16(2)",,,,,,,,,,,,,,,FALSE
LCf9e209c56b65142b178f7ce803080903,1,noPubOnRecord,,,,,,,,,,,,,,,FALSE
LCfc2403d83bb96950a6b214188491061c,1,"Jacobs, B.F., 1983. Past vegetation and climate of the Mogollon Rim Area, Arizona. Doctoral dissertation. University of Arizona, Tucson, Arizona, USA",,,,,,,,,,,,,,,FALSE
LCff89b0dc81b34496e0c056a5e8ef4e66,1,"Neustadt, M.I. 1957. History of Usman pine forest over the late Holocene. Voron. Reserv. Proc., 5, pp.168-173 (in Russian).",,,,,", M.I.",1957. History of Usman pine forest over the late Holocene. Voron. Reserv. Proc.,,,,,,,,,FALSE
LDIuTH9pyEn9UB1CKxhC,3,,,,,,,,,,,,,,,,FALSE
LPak33PiXgBdsxOdqn0Z,1,,,,missing,,,,,,,,,,,,FALSE
LVVHRd8bOaoDHNDFVuPW,1,,,,,,,,,,,,,,,,FALSE
LVVHRd8bOaoDHNDFVuPW,2,,,,,,NEEDS A TITLE!,,,,,,,,,,FALSE
LYdR8wz1kvdzhhKH8f3T,2,,,,,,,,,,,,,,,,FALSE
Lpx9BLK3PMa6na7QsbY4,1,,,,missing,,,,,,,,,,,,FALSE
LrPaXn876926eXI6tKih,1,https://hdl.handle.net/10092/5762,,,,2011,,,,,,,,,,,FALSE
LsIr2FsjrdSTxXYQIZGS,1,,,,missing,,,,,,,,,,,,FALSE
LskWHm2g0hiXdyDMZ8KU,2,,,,,,,,,,,,,,,,FALSE
M7S2qraMBL19QfU2mIQ7,1,,,,missing,,,,,,,,,,,,FALSE
MBHEBLLoFXSeAgcmPB9M,1,,,,,,,,,,,,,,,,FALSE
MIeUIWFtaLLV8VjDemPv,1,,,,missing,,,,,,,,,,,,FALSE
MPO6lv1vpK3nfbYSMWfA,2,,,,,,,,,,,,,,,,FALSE
MPjfjLKUlQDPcXyATfkL,1,,,,missing,,,,,,,,,,,,FALSE
MTG8pTgHAyoHL1uLVmIF,2,,,,,,,,,,,,,,,,FALSE
MWKmzgrbkIYbTWYum7Rs,1,,,,missing,,,,,,,,,,,,FALSE
MWUp30NWDKpeiymVdPjM,2,,,,,,,,,,,,,,,,FALSE
MevEMJGJCNGXmbV2NonW,1,,,,missing,,,,,,,,,,,,FALSE
MocHti3f4V1DR2lPLuU3,2,,,,,,O2kLR-SWCoastOfIndia.Saraswat.2013,,,,,,,,,,FALSE
N1W47NSnsFvjd6OIbwDz,2,,,,,,,,,,,,,,,,FALSE
N84TnMTJ4a4AhTNAha5a,2,,,,,,,,,,,,,,,,FALSE
NAm2kD22hkqNq6tDPFqJgI68ZB,1,,,,,,,,,,,,,,,,FALSE
NAm2kD22hkqNq6tDPFqJgI68ZB,2,,,,"Fritts, H.C.",,,,,,,,,,,,FALSE
NAm2kD2TucMVVWAstESnAbVFwg,1,,,,,,,,,,,,,,,,FALSE
NAm2kD2TucMVVWAstESnAbVFwg,2,,,,"Sauchyn, D.",,,,,,,,,,,,FALSE
NAm2kD3Mc2J9Cd3LY0cVaTnP14,1,,,,"Jacoby, G.C.; D'Arrigo, R.",,,,,,,,,,,,FALSE
NAm2kD3Mc2J9Cd3LY0cVaTnP14,2,,,,"Jacoby, G.C.",,,,,,,,,,,,FALSE
NAm2kD3hIQlTC0QveKgVVRR2c6,1,,,,"Szeicz, J.M.;MacDonald, G.M.;Lundberg, J.",,,,,,,,,,,,FALSE
NAm2kD3hIQlTC0QveKgVVRR2c6,2,,,,"Szeicz, J.M.",,,,,,,,,,,,FALSE
NAm2kD4LvpolKGtrQMvKXcaNwW,1,,,,"Graybill, D.A.",,,,,,,,,,,,FALSE
NAm2kD4LvpolKGtrQMvKXcaNwW,2,,,,"Graybill, D.A.",,,,,,,,,,,,FALSE
NAm2kD4Rdm8rmD3ChGZumU0g6z,1,,,,"Aravena, J.C.; Morimoto, D.; Watson, E.; Youngblut, D.; Luckman, B.",,,,,,,,,,,,FALSE
NAm2kD4Rdm8rmD3ChGZumU0g6z,2,,,,"Aravena, J.C.",,,,,,,,,,,,FALSE
NAm2kD4Udx7hfo3YgvH9jXq7ZM,1,,,,"Berkelhammer, M.",,,,,,,,,,,,FALSE
NAm2kD4Udx7hfo3YgvH9jXq7ZM,2,,,,"Graybill, D.A.",,,,,,,,,,,,FALSE
NAm2kD4hzpjQ3lgYsVSBfTfG0E,1,,,,,,,,,,,,,,,,FALSE
NAm2kD4hzpjQ3lgYsVSBfTfG0E,2,,,,"Schweingruber, F.H.",,,,,,,,,,,,FALSE
NAm2kD5go0uYlSuNf5mrqKLNNW,1,,,,"Holmes, R.L.;Adams, R.K.",,,,,,,,,,,,FALSE
NAm2kD5go0uYlSuNf5mrqKLNNW,2,,,,"Holmes, R.L.",,,,,,,,,,,,FALSE
NAm2kD6Mc5jIS9WLbXPfZGmEHW,1,,,,"Meko, D.;Baisan, C.H.;Touchan, R.;Grow, D.;Funkhouser, G.",,,,,,,,,,,,FALSE
NAm2kD6Mc5jIS9WLbXPfZGmEHW,2,,,,"Meko, D.M.",,,,,,,,,,,,FALSE
NAm2kD78cUXMfqcJOOv9lHGvGM,1,,,,"Grissino-Mayer, H.D.",,,,,,,,,,,,FALSE
NAm2kD78cUXMfqcJOOv9lHGvGM,2,,,,"Grissino-Mayer, H.D.",,,,,,,,,,,,FALSE
NAm2kD7Mrr2UIdK2NrRJRmrHF2,1,,,,,,,,,,,,,,,,FALSE
NAm2kD7Mrr2UIdK2NrRJRmrHF2,2,,,,"Graumlich, L.J.",,,,,,,,,,,,FALSE
NAm2kD7dmzuPwvVZMZktGEyEPU,1,,,,"Holmes, R.L.; Adams, R.K.; Rose, M.R.; Wu, X.",,,,,,,,,,,,FALSE
NAm2kD7dmzuPwvVZMZktGEyEPU,2,,,,"Holmes, R.L.",,,,,,,,,,,,FALSE
NAm2kD7janoCsXEwgMs6LVQOrM,1,,,,"Schweingruber, F.H.",,,,,,,,,,,,FALSE
NAm2kD7janoCsXEwgMs6LVQOrM,2,,,,"Schweingruber, F.H.",,,,,,,,,,,,FALSE
NAm2kDBFKiNhhRVAsdz71Ecem9,1,,,,"Luckman, B.; St. George, S.",,,,,,,,,,,,FALSE
NAm2kDBFKiNhhRVAsdz71Ecem9,2,,,,"Luckman, B.H.",,,,,,,,,,,,FALSE
NAm2kDBPrMxTWBJHFfORj9plsT,1,,,,"Dobry, J.;Klinka, K.",,,,,,,,,,,,FALSE
NAm2kDBPrMxTWBJHFfORj9plsT,2,,,,"Dobry, J.",,,,,,,,,,,,FALSE
NAm2kDBPuAjKc94sBbHPDNqCMi,1,,,,"Graumlich, L.J.",,,,,,,,,,,,FALSE
NAm2kDBPuAjKc94sBbHPDNqCMi,2,,,,"Graumlich, L.J.",,,,,,,,,,,,FALSE
NAm2kDC4Y3qohz1WM041hOeCxG,1,,,,"Brubaker, L.B.",,,,,,,,,,,,FALSE
NAm2kDC4Y3qohz1WM041hOeCxG,2,,,,"Brubaker, L.B.",,,,,,,,,,,,FALSE
NAm2kDE2uiXkO0icEOReiLr68M,1,,,,,,,,,,,,,,,,FALSE
NAm2kDE2uiXkO0icEOReiLr68M,2,,,,"Meko, D.M.",,,,,,,,,,,,FALSE
NAm2kDECimTHoehx344JiV7Wth,1,,,,"Earle, C. J.; Brubaker, L.B.; Segura, G.",,,,,,,,,,,,FALSE
NAm2kDECimTHoehx344JiV7Wth,2,,,,"Earle, C.J.",,,,,,,,,,,,FALSE
NAm2kDEpQm1lcSrNn9APmaE81c,1,,,,,,,,,,,,,,,,FALSE
NAm2kDEpQm1lcSrNn9APmaE81c,2,,,,"Peterson, D.W.",,,,,,,,,,,,FALSE
NAm2kDF12Bn2sucNM8iEfFyEhR,1,,,,,,,,,,,,,,,,FALSE
NAm2kDF12Bn2sucNM8iEfFyEhR,2,,,,"Kaiser, K.",,,,,,,,,,,,FALSE
NAm2kDF3gjlCtBJv9E4sBKynmu,1,,,,,,,,,,,,,,,,FALSE
NAm2kDF3gjlCtBJv9E4sBKynmu,2,,,,"Sauchyn, D.",,,,,,,,,,,,FALSE
NAm2kDFPfNrEH7VvMDWt6RNkDR,1,,,,"Schweingruber, F.H.",,,,,,,,,,,,FALSE
NAm2kDFPfNrEH7VvMDWt6RNkDR,2,,,,"Schweingruber, F.H.",,,,,,,,,,,,FALSE
NAm2kDGlRAGKsX0l3weuW6MLOb,1,,,,,,,,,,,,,,,,FALSE
NAm2kDGlRAGKsX0l3weuW6MLOb,2,,,,"Peterson, D.W.",,,,,,,,,,,,FALSE
NAm2kDH2F4XKfbQxa35qbfllxu,1,,,,,,,,,,,,,,,,FALSE
NAm2kDH2F4XKfbQxa35qbfllxu,2,,,,"Jacoby, G.C.",,,,,,,,,,,,FALSE
NAm2kDHBCQtJsa4dpxk4vLZCSQ,1,,,,M. Colenutt  R. Colenutt  B. Luckman  E. Watson G. Pederson,,,,,,,,,,,,FALSE
NAm2kDHBCQtJsa4dpxk4vLZCSQ,2,,,,"Colenutt, M.",,,,,,,,,,,,FALSE
NAm2kDHBHH46Uas4tud7126NwY,1,,,,"Archambault, Sylvain, Bergeron, Yves",,,,,,,,,,,,FALSE
NAm2kDHBHH46Uas4tud7126NwY,2,,,,"Archambault, S.",,,,,,,,,,,,FALSE
NAm2kDHp1dPdhxcCaPfYcD09GE,1,,,,"Kenigsberg, M.; Luckman, B.",,,,,,,,,,,,FALSE
NAm2kDHp1dPdhxcCaPfYcD09GE,2,,,,"Kenigsberg, M.",,,,,,,,,,,,FALSE
NAm2kDIAnvgtEhVSVJBcARMskr,1,,,,"Aravena, J.C.; Morimoto, D.; Watson, E.; Youngblut, D.; Luckman, B.",,,,,,,,,,,,FALSE
NAm2kDIAnvgtEhVSVJBcARMskr,2,,,,"Aravena, J.C.",,,,,,,,,,,,FALSE
NAm2kDJ6ODolIJFRTt6i4aprzP,1,,,,,,,,,,,,,,,,FALSE
NAm2kDJ6ODolIJFRTt6i4aprzP,2,,,,"Sauchyn, D.",,,,,,,,,,,,FALSE
NAm2kDJXrYUrjYkzxzFRT7Hj3i,1,,,,"Schweingruber, F.H.",,,,,,,,,,,,FALSE
NAm2kDJXrYUrjYkzxzFRT7Hj3i,2,,,,"Schweingruber, F.H.",,,,,,,,,,,,FALSE
NAm2kDJhv4qzSkrlew8NQAzIVs,1,,,,"Briffa, K.; Schweingruber, F.H.",,,,,,,,,,,,FALSE
NAm2kDJhv4qzSkrlew8NQAzIVs,2,,,,"Briffa, K.R.",,,,,,,,,,,,FALSE
NAm2kDK75hOFt1OROmkKoXyHv3,1,,,,,,,,,,,,,,,,FALSE
NAm2kDK75hOFt1OROmkKoXyHv3,2,,,,"Sauchyn, D.",,,,,,,,,,,,FALSE
NAm2kDK9ADKd3osW8Qz6OPTTbE,1,,,,,,,,,,,,,,,,FALSE
NAm2kDK9ADKd3osW8Qz6OPTTbE,2,,,,"Jacoby, G.C.",,,,,,,,,,,,FALSE
NAm2kDLEs0I3n9rLfbWrhF8pcE,1,,,,"King, J.C.",,,,,,,,,,,,FALSE
NAm2kDLEs0I3n9rLfbWrhF8pcE,2,,,,"King, J.C.",,,,,,,,,,,,FALSE
NAm2kDLOIuLF4T29kiVi9SUj6s,1,,,,"Brubaker, L.B.",,,,,,,,,,,,FALSE
NAm2kDLOIuLF4T29kiVi9SUj6s,2,,,,"Brubaker, L.B.",,,,,,,,,,,,FALSE
NAm2kDM1GwAlj51N3MraQ2DJkF,1,,,,"Holmes, R.L.;Adams, R.K.",,,,,,,,,,,,FALSE
NAm2kDM1GwAlj51N3MraQ2DJkF,2,,,,"Holmes, R.L.",,,,,,,,,,,,FALSE
NAm2kDM9tToCThR7AeXM9ew7t6,1,,,,"Cleaveland, M.K.; Harlan, T.P.",,,,,,,,,,,,FALSE
NAm2kDM9tToCThR7AeXM9ew7t6,2,,,,"Cleaveland, M.K.",,,,,,,,,,,,FALSE
NAm2kDMuR14G8tlyXfzrDJeDwe,1,,,,"Colenutt, M; Luckman, B.",,,,,,,,,,,,FALSE
