file,dataSetName,datasetId,block,paleo,table,column,variableName,TSid,error,claim_dataSetName,claim_datasetId,action,reason,new_TSid
BeaverKillRiverEasternUS.Maxwell.2017.lpd,BeaverKillRiverEasternUS.Maxwell.2017,,paleoData,1,1,1,year,WEB-6f625-f4c5-4aed-b3ac-e7fe7,,,,keep,"new TSid, unique",WEB-6f625-f4c5-4aed-b3ac-e7fe7
BeaverKillRiverEasternUS.Maxwell.2017.lpd,BeaverKillRiverEasternUS.Maxwell.2017,,paleoData,1,1,2,streamflow,WEB-46b5b-6555-4fd5-a70a-ff177,,,,keep,"new TSid, unique",WEB-46b5b-6555-4fd5-a70a-ff177
Bern.Gimmi.2007.lpd,Bern.Gimmi.2007,,paleoData,1,1,1,age,,,,,mint,no TSid on the incoming column,R1jPHKyOGNIDPfLMk
Bern.Gimmi.2007.lpd,Bern.Gimmi.2007,,paleoData,1,1,2,Jan precipitation,,,,,mint,no TSid on the incoming column,R6sRrwM9PGqoIsSJF
Bern.Gimmi.2007.lpd,Bern.Gimmi.2007,,paleoData,1,1,3,Feb precipitation,WEB-8f319121-23e2-40f7-9fa8-20612ce35301,,,,remint,TSid repeated across submissions; template reuse,RoGJSvSIXMbQk5IGR
Bern.Gimmi.2007.lpd,Bern.Gimmi.2007,,paleoData,1,1,4,Mar precipitation,WEB-03cbb360-5715-48ab-b504-58943748e420,,,,remint,TSid repeated across submissions; template reuse,RGa66tdjyabvdkswn
Bern.Gimmi.2007.lpd,Bern.Gimmi.2007,,paleoData,1,1,5,Apr precipitation,WEB-2a8bcc7a-1bf2-4e1f-a1d1-f2c7e2ff801b,,,,remint,TSid repeated across submissions; template reuse,RB14hqZfgdCVixRDY
Bern.Gimmi.2007.lpd,Bern.Gimmi.2007,,paleoData,1,1,6,May precipitation,WEB-cd86c919-f8e0-4f10-90de-875317a67b95,,,,remint,TSid repeated across submissions; template reuse,RaUoPZCLD9hW8YFib
Bern.Gimmi.2007.lpd,Bern.Gimmi.2007,,paleoData,1,1,7,Jun precipitation,WEB-4b1e981f-4d1e-4d6a-845b-cf7f14e9650e,,,,remint,TSid repeated across submissions; template reuse,RPUXo1wPljSRAxYiG
Bern.Gimmi.2007.lpd,Bern.Gimmi.2007,,paleoData,1,1,8,Jul precipitation,WEB-fe4fb086-cd96-4ae1-b1c7-f319acf826eb,,,,remint,TSid repeated across submissions; template reuse,RTz9J5MjXHknU2fv1
Bern.Gimmi.2007.lpd,Bern.Gimmi.2007,,paleoData,1,1,9,Aug precipitation,WEB-f55511f2-22d8-41cb-8d05-4e641e327f58,,,,remint,TSid repeated across submissions; template reuse,RMIDeLYAHooCEFcRN
Bern.Gimmi.2007.lpd,Bern.Gimmi.2007,,paleoData,1,1,10,Sep precipitation,WEB-024ef1c6-a538-4372-be2c-6d46a59e0c1a,,,,remint,TSid repeated across submissions; template reuse,RgJ1UUhontyI4fpve
Bern.Gimmi.2007.lpd,Bern.Gimmi.2007,,paleoData,1,1,11,Oct precipitation,WEB-25314f8f-1e51-4200-9871-68b21974811b,,,,remint,TSid repeated across submissions; template reuse,RzsLAgCH8cO9CgRdY
Bern.Gimmi.2007.lpd,Bern.Gimmi.2007,,paleoData,1,1,12,Nov precipitation,WEB-a8f5c1df-7cd9-4547-9903-929713bc122c,,,,remint,TSid repeated across submissions; template reuse,RDFKJIbcwwFbgBl6J
Bern.Gimmi.2007.lpd,Bern.Gimmi.2007,,paleoData,1,1,13,Dec precipitation,WEB-ed4747cb-b0ce-495b-9c53-94f81eea28e4,,,,remint,TSid repeated across submissions; template reuse,R8qVsxXPTCiAhq5qE
Bidoup.Buckley.2010.lpd,Bidoup.Buckley.2010,,paleoData,1,1,1,age,WEB-163c7-5710-4584-926c-e6a41,,,,keep,"new TSid, unique",WEB-163c7-5710-4584-926c-e6a41
Bidoup.Buckley.2010.lpd,Bidoup.Buckley.2010,,paleoData,1,1,2,trsgi,WEB-32726-7cb1-4dec-9727-2c8fc,,,,keep,"new TSid, unique",WEB-32726-7cb1-4dec-9727-2c8fc
Bohemia.Dobrovolný.2018.lpd,Bohemia.Dobrovolný.2018,,paleoData,1,1,1,age,,,,,mint,no TSid on the incoming column,Rqwrif7HrqOtRtPrd
Bohemia.Dobrovolný.2018.lpd,Bohemia.Dobrovolný.2018,,paleoData,1,1,2,precipitation,,,,,mint,no TSid on the incoming column,RcWmQO0UyjzvzQY4t
Bohemia.Mozny.2016.lpd,Bohemia.Mozny.2016,,paleoData,1,1,1,age,,,,,mint,no TSid on the incoming column,RNQVU38k568v1oDnQ
Bohemia.Mozny.2016.lpd,Bohemia.Mozny.2016,,paleoData,1,1,2,drought index,,,,,mint,no TSid on the incoming column,Ru6NOQtvORkWbCsQA
BurgundianLowCountries.Camenisch.2015.lpd,BurgundianLowCountries.Camenisch.2015,,paleoData,1,1,1,age,,,,,mint,no TSid on the incoming column,RvL6JtogHyGRHHOWT
BurgundianLowCountries.Camenisch.2015.lpd,BurgundianLowCountries.Camenisch.2015,,paleoData,1,1,2,JJA precipitation index,,,,,mint,no TSid on the incoming column,RKFbEGg5VLxu4M43t
CalimaniMountains.Nagavciuc.2022.lpd,CalimaniMountains.Nagavciuc.2022,,paleoData,1,1,1,age,,,,,mint,no TSid on the incoming column,RO5wnbrLmqgPNlIDR
CalimaniMountains.Nagavciuc.2022.lpd,CalimaniMountains.Nagavciuc.2022,,paleoData,1,1,2,drought index,,,,,mint,no TSid on the incoming column,R3TfkfkoR79jr5WOi
CanaryIsland.Garcia.2003.lpd,CanaryIsland.Garcia.2003,,paleoData,1,1,1,age,,,,,mint,no TSid on the incoming column,RBXNVf7xIp8iMQz4L
CanaryIsland.Garcia.2003.lpd,CanaryIsland.Garcia.2003,,paleoData,1,1,2,Oct-Mar precip index,,,,,mint,no TSid on the incoming column,RxqZhzFYsMMMQO5vl
CandelariaNewMexico.Olivera.2019.lpd,CandelariaNewMexico.Olivera.2019,,paleoData,1,1,1,year,WEB-fc902-0197-4fb2-ad69-145f8,,,,keep,"new TSid, unique",WEB-fc902-0197-4fb2-ad69-145f8
CandelariaNewMexico.Olivera.2019.lpd,CandelariaNewMexico.Olivera.2019,,paleoData,1,1,2,scPDSI,WEB-1f403-dc4e-400e-bb3a-e3265,,,,keep,"new TSid, unique",WEB-1f403-dc4e-400e-bb3a-e3265
Capetown.Hannaford.2015.lpd,Capetown.Hannaford.2015,,paleoData,1,1,1,age,,,,,mint,no TSid on the incoming column,RhtdeBRcSAexSDKHu
Capetown.Hannaford.2015.lpd,Capetown.Hannaford.2015,,paleoData,1,1,2,Apr-Sep Precip,,,,,mint,no TSid on the incoming column,RE6eHr7ZrfG6feJJx
CentralEurope.Büntgen.2011.lpd,CentralEurope.Büntgen.2011,,paleoData,1,1,1,age,,,,,mint,no TSid on the incoming column,RZzFu21knCppBBAyp
CentralEurope.Büntgen.2011.lpd,CentralEurope.Büntgen.2011,,paleoData,1,1,2,precipitation,,,,,mint,no TSid on the incoming column,R6jwPvAZZKQhyQQpN
CentralGermany.Büntgen.2010.lpd,CentralGermany.Büntgen.2010,,paleoData,1,1,1,age,,,,,mint,no TSid on the incoming column,Rfo72JAn1dY9yc0gY
CentralGermany.Büntgen.2010.lpd,CentralGermany.Büntgen.2010,,paleoData,1,1,2,drought index,,,,,mint,no TSid on the incoming column,RUOtKswB9SG67DbxZ
ChinHills.Rao.2020.lpd,ChinHills.Rao.2020,,paleoData,1,1,1,age,WEB-b3bd5-b85f-4138-914d-7f55d,,,,keep,"new TSid, unique",WEB-b3bd5-b85f-4138-914d-7f55d
ChinHills.Rao.2020.lpd,ChinHills.Rao.2020,,paleoData,1,1,2,trsgi,WEB-487d0-eebd-4820-9c0a-b9042,,,,keep,"new TSid, unique",WEB-487d0-eebd-4820-9c0a-b9042
ChinHills.Rao.2020.lpd,ChinHills.Rao.2020,,paleoData,1,1,3,sampleCount,WEB-d905e-8090-4fc6-92b6-9eafd,,,,keep,"new TSid, unique",WEB-d905e-8090-4fc6-92b6-9eafd
Cordoba.PrietoHerrera.2001.lpd,Cordoba.PrietoHerrera.2001,,paleoData,1,1,1,age,,,,,mint,no TSid on the incoming column,RqjRQFaz2cepgjysj
Cordoba.PrietoHerrera.2001.lpd,Cordoba.PrietoHerrera.2001,,paleoData,1,1,2,Oct-Mar precip index,,,,,mint,no TSid on the incoming column,RueXhk1e4Hnzb9070
CzechLands.Dobrovolny.2015.lpd,CzechLands.Dobrovolny.2015,,paleoData,1,1,1,age,,,,,mint,no TSid on the incoming column,RK6kidEzrCYgW78Mv
CzechLands.Dobrovolny.2015.lpd,CzechLands.Dobrovolny.2015,,paleoData,1,1,2,June-Aug precipitation,,,,,mint,no TSid on the incoming column,R9ROJ0ceVn62wcpjQ
CzechLands.Dobrovolny.2015.lpd,CzechLands.Dobrovolny.2015,,paleoData,1,1,3,Annual precipitation,,,,,mint,no TSid on the incoming column,Rft1d8J36CpLt0OXh
D66.Frezzotti.2013.lpd,D66 ice core snow accumulation rate,,paleoData,1,1,1,time,WEB-99345-2cb0-49ad-a3ed-fc3de,,,,keep,"new TSid, unique",WEB-99345-2cb0-49ad-a3ed-fc3de
D66.Frezzotti.2013.lpd,D66 ice core snow accumulation rate,,paleoData,1,1,2,accumulation,WEB-0fbe1-d456-4ac2-a94d-93b23,,,,keep,"new TSid, unique",WEB-0fbe1-d456-4ac2-a94d-93b23
DeSotoNationalForest.Bregy.2022.lpd,DSNF.Bregy.222,36470,paleoData,1,1,1,age,PCU-95b63583b4f047c,,,,keep,"new TSid, unique",PCU-95b63583b4f047c
DeSotoNationalForest.Bregy.2022.lpd,DSNF.Bregy.222,36470,paleoData,1,1,2,precipitation,PCU-a9a0639025ed497,,,,keep,"new TSid, unique",PCU-a9a0639025ed497
DeSotoNationalForest.Bregy.2022.lpd,DSNF.Bregy.222,36470,paleoData,1,1,3,precipitation,PCU-28743b407ede409,,,,keep,"new TSid, unique",PCU-28743b407ede409
EastAnglia.Pribyl.2017.lpd,EastAnglia.Pribyl.2017,,paleoData,1,1,1,age,,,,,mint,no TSid on the incoming column,RxprBACt4PwhoXhNO
EastAnglia.Pribyl.2017.lpd,EastAnglia.Pribyl.2017,,paleoData,1,1,2,Precipitation index,,,,,mint,no TSid on the incoming column,R3B0hUxorFpuc4nFB
EasternRockies.StGeorge.2009.lpd,EasternRockies.StGeorge.2009,,paleoData,1,1,1,age,,,,,mint,no TSid on the incoming column,RBgQvlJyayfGhxBwT
EasternRockies.StGeorge.2009.lpd,EasternRockies.StGeorge.2009,,paleoData,1,1,2,tree-ring index,,,,,mint,no TSid on the incoming column,R0h8toaiZVsa9bD54
EasternUtah.Finley.2020.lpd,EasternUtah.Finley.2020,,paleoData,1,1,1,year,,,,,mint,no TSid on the incoming column,RS1g2A1u3zTs8eQpV
EasternUtah.Finley.2020.lpd,EasternUtah.Finley.2020,,paleoData,1,1,2,precipitation,,,,,mint,no TSid on the incoming column,RmlSbtew2Ty50CSzq
FlintRiverEasternUS.Maxwell.2017.lpd,FlintRiverEasternUS.Maxwell.2017,,paleoData,1,1,1,year,WEB-00682-89dc-4b2f-b59e-22444,,,,keep,"new TSid, unique",WEB-00682-89dc-4b2f-b59e-22444
FlintRiverEasternUS.Maxwell.2017.lpd,FlintRiverEasternUS.Maxwell.2017,,paleoData,1,1,2,streamflow,WEB-4bc62-fa79-4b45-a618-b023e,,,,keep,"new TSid, unique",WEB-4bc62-fa79-4b45-a618-b023e
GV2.Frezzotti.2013.lpd,GV2 ice core snow accumulation rate,,paleoData,1,1,1,time,WEB-cd72e-93f5-402c-b0bf-f9bdb,,,,keep,"new TSid, unique",WEB-cd72e-93f5-402c-b0bf-f9bdb
GV2.Frezzotti.2013.lpd,GV2 ice core snow accumulation rate,,paleoData,1,1,2,accumulation,WEB-d3618-5a9a-470d-b15d-d97cb,,,,keep,"new TSid, unique",WEB-d3618-5a9a-470d-b15d-d97cb
GV5.Frezzotti.2007.lpd,GV5 ice core snow accumulation rate,,paleoData,1,1,1,time,WEB-4c8d8-c36a-4bf8-9d6f-7331e,,,,keep,"new TSid, unique",WEB-4c8d8-c36a-4bf8-9d6f-7331e
GV5.Frezzotti.2007.lpd,GV5 ice core snow accumulation rate,,paleoData,1,1,2,accumulation,WEB-21d69-84a7-4282-ae7d-50c6d,,,,keep,"new TSid, unique",WEB-21d69-84a7-4282-ae7d-50c6d
GV7.Frezzotti.2007.lpd,GV7 ice core snow accumulation rate,,paleoData,1,1,1,time,WEB-c4e32-a30e-4a5a-8f06-70606,,,,keep,"new TSid, unique",WEB-c4e32-a30e-4a5a-8f06-70606
GV7.Frezzotti.2007.lpd,GV7 ice core snow accumulation rate,,paleoData,1,1,2,accumulation,WEB-173b7-1cc4-4562-97cd-ac00e,,,,keep,"new TSid, unique",WEB-173b7-1cc4-4562-97cd-ac00e
Germany.GlaserKahle.2020.lpd,Germany.GlaserKahle.2020,,paleoData,1,1,1,age,,,,,mint,no TSid on the incoming column,RF8ONBJ8ftcxW9QGA
Germany.GlaserKahle.2020.lpd,Germany.GlaserKahle.2020,,paleoData,1,1,2,Dec-Feb HHI,,,,,mint,no TSid on the incoming column,R3b4DlnpUIjuAzDfR
Germany.GlaserKahle.2020.lpd,Germany.GlaserKahle.2020,,paleoData,1,1,3,Mar-May HHI,WEB-0736684e-369f-4246-85b5-7023397cbdb0,,,,keep,"new TSid, unique",WEB-0736684e-369f-4246-85b5-7023397cbdb0
Germany.GlaserKahle.2020.lpd,Germany.GlaserKahle.2020,,paleoData,1,1,4,Jun-Aug HHI,WEB-a18b197b-4997-4582-8f5a-7725f2e34782,,,,keep,"new TSid, unique",WEB-a18b197b-4997-4582-8f5a-7725f2e34782
Germany.GlaserKahle.2020.lpd,Germany.GlaserKahle.2020,,paleoData,1,1,5,Sep-Nov HHI,WEB-0da3cd25-f63e-44f1-84e2-990f7dd7a4f7,,,,keep,"new TSid, unique",WEB-0da3cd25-f63e-44f1-84e2-990f7dd7a4f7
Germany.GlaserKahle.2020.lpd,Germany.GlaserKahle.2020,,paleoData,1,1,6,Annual HHI,,,,,mint,no TSid on the incoming column,ROp2AoWDzArYBXmyG
Guatemala.GuevaraMurua.2018.lpd,Guatemala.GuevaraMurua.2018,,paleoData,1,1,1,age,,,,,mint,no TSid on the incoming column,ROH5OjXsn9g2yqfSo
Guatemala.GuevaraMurua.2018.lpd,Guatemala.GuevaraMurua.2018,,paleoData,1,1,2,May-Oct precip index,,,,,mint,no TSid on the incoming column,RT6341aDeerOznMpE
GulfofKhambat.AdamsonNash.2014.lpd,GulfofKhambat.AdamsonNash.2014,,paleoData,1,1,1,age,,,,,mint,no TSid on the incoming column,Ra4J7X6NQeDQSLhjs
GulfofKhambat.AdamsonNash.2014.lpd,GulfofKhambat.AdamsonNash.2014,,paleoData,1,1,2,MJJASO precip index,,,,,mint,no TSid on the incoming column,RqW4XlhnHYDXBmSnQ
HerculesNévé.Stenni.1999.lpd,Hercules Névé ice core snow accumulation rate,,paleoData,1,1,1,time,WEB-c6c17-5c2e-45c3-8405-0f944,,,,keep,"new TSid, unique",WEB-c6c17-5c2e-45c3-8405-0f944
HerculesNévé.Stenni.1999.lpd,Hercules Névé ice core snow accumulation rate,,paleoData,1,1,2,accumulation,WEB-4c178-97f5-414f-8348-33664,,,,keep,"new TSid, unique",WEB-4c178-97f5-414f-8348-33664
IberianRange.Tejedor.2016.lpd,IberianRange.Tejedor.2016,,paleoData,1,1,1,SPI12,WEB-51d71-e2af-4d96-b0a3-38263,,,,keep,"new TSid, unique",WEB-51d71-e2af-4d96-b0a3-38263
IberianRange.Tejedor.2016.lpd,IberianRange.Tejedor.2016,,paleoData,1,1,2,Year (AD),,,,,mint,no TSid on the incoming column,RzmurDQ7v6orXuxn5
KimHy.Hansen.2017.lpd,KimHy.Hansen.2017,,paleoData,1,1,1,age,WEB-20820-c979-4392-990e-7a22c,,,,keep,"new TSid, unique",WEB-20820-c979-4392-990e-7a22c
KimHy.Hansen.2017.lpd,KimHy.Hansen.2017,,paleoData,1,1,2,trsgi,WEB-ceb08-2eb2-4936-8d66-1eb86,,,,keep,"new TSid, unique",WEB-ceb08-2eb2-4936-8d66-1eb86
Kirirom.Nguyen.2021.lpd,Kirirom.Nguyen.2021,,paleoData,1,1,1,age,WEB-2a730-335e-4d13-91c4-853a7,,,,keep,"new TSid, unique",WEB-2a730-335e-4d13-91c4-853a7
Kirirom.Nguyen.2021.lpd,Kirirom.Nguyen.2021,,paleoData,1,1,2,trsgi,WEB-7a7c3-9c79-4d6c-9760-fc588,,,,keep,"new TSid, unique",WEB-7a7c3-9c79-4d6c-9760-fc588
Kirirom.Nguyen.2021.lpd,Kirirom.Nguyen.2021,,paleoData,1,1,3,sampleCount,WEB-3357b-0e54-4419-9f1d-4a5af,,,,keep,"new TSid, unique",WEB-3357b-0e54-4419-9f1d-4a5af
KonKaKinh.Buckley.2019.lpd,KonKaKinh.Buckley.2019,,paleoData,1,1,1,age,WEB-952f3-e1f1-459e-bc87-2bea4,,,,keep,"new TSid, unique",WEB-952f3-e1f1-459e-bc87-2bea4
KonKaKinh.Buckley.2019.lpd,KonKaKinh.Buckley.2019,,paleoData,1,1,2,trsgi,WEB-120ac-e425-4aa4-998d-50eb5,,,,keep,"new TSid, unique",WEB-120ac-e425-4aa4-998d-50eb5
KwaZulu-Natal.Nash.2016.lpd,KwaZulu-Natal.Nash.2016,,paleoData,1,1,1,age,,,,,mint,no TSid on the incoming column,RqI45gxlZ1f2FfrwD
KwaZulu-Natal.Nash.2016.lpd,KwaZulu-Natal.Nash.2016,,paleoData,1,1,2,Annual precip index,,,,,mint,no TSid on the incoming column,R1yeIsZGUafn8sSsb
LS15DOCH.lpd,LS15DOCH,meVZ6PGNWn1r6zUd2N2J,paleoData,1,1,1,d2H,LS15DOCH01C,,LS15DOCH,meVZ6PGNWn1r6zUd2N2J,keep,update: the file is the dataset holding this TSid,LS15DOCH01C
LS15DOCH.lpd,LS15DOCH,meVZ6PGNWn1r6zUd2N2J,paleoData,1,1,2,age,MAT31b880784d,,LS15DOCH,meVZ6PGNWn1r6zUd2N2J,keep,update: the file is the dataset holding this TSid,MAT31b880784d
LS15DOCH.lpd,LS15DOCH,meVZ6PGNWn1r6zUd2N2J,paleoData,1,1,3,depth,MATefa4890134,,LS15DOCH,meVZ6PGNWn1r6zUd2N2J,keep,update: the file is the dataset holding this TSid,MATefa4890134
LS15DOCH.lpd,LS15DOCH,meVZ6PGNWn1r6zUd2N2J,paleoData,1,1,4,d2H,LS15DOCH01B,,LS15DOCH,meVZ6PGNWn1r6zUd2N2J,keep,update: the file is the dataset holding this TSid,LS15DOCH01B
LS15DOCH.lpd,LS15DOCH,meVZ6PGNWn1r6zUd2N2J,paleoData,1,1,5,d2H,LS15DOCH01A,,LS15DOCH,meVZ6PGNWn1r6zUd2N2J,keep,update: the file is the dataset holding this TSid,LS15DOCH01A
LS15DOCH.lpd,LS15DOCH,meVZ6PGNWn1r6zUd2N2J,paleoData,1,1,6,age,,,,,mint,no TSid on the incoming column,RJ4WFMBSY39HDPN0A
LS15DOCH.lpd,LS15DOCH,meVZ6PGNWn1r6zUd2N2J,paleoData,1,1,7,d13C,,,,,mint,no TSid on the incoming column,RyWnWhptRfAJuA9s6
LS15DOCH.lpd,LS15DOCH,meVZ6PGNWn1r6zUd2N2J,paleoData,1,1,8,d13C,,,,,mint,no TSid on the incoming column,RVJuRTOppcnGktWFb
LS15DOCH.lpd,LS15DOCH,meVZ6PGNWn1r6zUd2N2J,paleoData,1,1,9,d13C,,,,,mint,no TSid on the incoming column,RLfqbAtAqO3va5AAH
LS15DOCH.lpd,LS15DOCH,meVZ6PGNWn1r6zUd2N2J,paleoData,1,1,10,d13C,,,,,mint,no TSid on the incoming column,RKvkqf9uAMawfy9wl
LS15DOCH.lpd,LS15DOCH,meVZ6PGNWn1r6zUd2N2J,paleoData,1,1,11,fractionC4,,,,,mint,no TSid on the incoming column,R4gSoxFWyBb0h1h3b
LS15DOCH.lpd,LS15DOCH,meVZ6PGNWn1r6zUd2N2J,paleoData,1,1,12,d2H,,,,,mint,no TSid on the incoming column,RAzTmywqHcoB6FzCG
LS15DOCH.lpd,LS15DOCH,meVZ6PGNWn1r6zUd2N2J,paleoData,1,1,13,d2H,,,,,mint,no TSid on the incoming column,ReWLkFwvydSIelFpi
LS15DOCH.lpd,LS15DOCH,meVZ6PGNWn1r6zUd2N2J,chronData,1,1,1,depth,chron1,,,,remint,TSid repeated across submissions; template reuse,RAuz9BGct0Z0KadL0
LS15DOCH.lpd,LS15DOCH,meVZ6PGNWn1r6zUd2N2J,chronData,1,1,2,age14C,chron2,,,,remint,TSid repeated across submissions; template reuse,R2eUwmbvCjl3405PY
LS15DOCH.lpd,LS15DOCH,meVZ6PGNWn1r6zUd2N2J,chronData,1,1,3,SD,chron3,,,,remint,TSid repeated across submissions; template reuse,RVcanwXayZ6ICjDd9
LS15DOCH.lpd,LS15DOCH,meVZ6PGNWn1r6zUd2N2J,chronData,1,1,4,fractionModern,chron4,,,,remint,TSid repeated across submissions; template reuse,Ro6BQYHUuUHr6CVX5
LS15DOCH.lpd,LS15DOCH,meVZ6PGNWn1r6zUd2N2J,chronData,1,1,5,fractionModernUncertainty,chron5,,,,remint,TSid repeated across submissions; template reuse,RtkFjeZSJRKzSSmBC
LS15DOCH.lpd,LS15DOCH,meVZ6PGNWn1r6zUd2N2J,chronData,1,1,6,delta13C,chron6,,,,remint,TSid repeated across submissions; template reuse,RTiM3fvrmnwXOS72Q
LS15DOCH.lpd,LS15DOCH,meVZ6PGNWn1r6zUd2N2J,chronData,1,1,7,delta13Cuncertainty,chron7,,,,remint,TSid repeated across submissions; template reuse,R3SZ8psWgMwuSANsk
LS15DOCH.lpd,LS15DOCH,meVZ6PGNWn1r6zUd2N2J,chronData,1,1,8,thickness,chron8,,,,remint,TSid repeated across submissions; template reuse,RFdMGCLGlkizLJ9mU
LS15DOCH.lpd,LS15DOCH,meVZ6PGNWn1r6zUd2N2J,chronData,1,1,9,labID,chron9,,,,remint,TSid repeated across submissions; template reuse,RuwJaorG1vVQSg2u8
LS15DOCH.lpd,LS15DOCH,meVZ6PGNWn1r6zUd2N2J,chronData,1,1,10,materialDated,chron10,,,,remint,TSid repeated across submissions; template reuse,R22SZH6cgldpAgTwL
LS15DOCH.lpd,LS15DOCH,meVZ6PGNWn1r6zUd2N2J,chronData,1,1,11,activity,chron11,,,,remint,TSid repeated across submissions; template reuse,RvpQGV4xhLkCKay69
LS15DOCH.lpd,LS15DOCH,meVZ6PGNWn1r6zUd2N2J,chronData,1,1,12,activityUncertainty,chron12,,,,remint,TSid repeated across submissions; template reuse,R9QICNOWKUEWEW7LH
LS15DOCH.lpd,LS15DOCH,meVZ6PGNWn1r6zUd2N2J,chronData,1,1,13,supportedActivity,chron13,,,,remint,TSid repeated across submissions; template reuse,R1dgXKpfHqNpJmGfH
LS15DOCH.lpd,LS15DOCH,meVZ6PGNWn1r6zUd2N2J,chronData,1,1,14,x210PbModel,chron14,,,,remint,TSid repeated across submissions; template reuse,RduYBws0JZaDc5mTH
LS15DOCH.lpd,LS15DOCH,meVZ6PGNWn1r6zUd2N2J,chronData,1,1,15,age,chron15,,,,remint,TSid repeated across submissions; template reuse,RBnUjzRKHUJzlKSx1
LS15DOCH.lpd,LS15DOCH,meVZ6PGNWn1r6zUd2N2J,chronData,1,1,16,SD,chron16,,,,remint,TSid repeated across submissions; template reuse,RbLgig93RGQRDhT34
LS15DOCH.lpd,LS15DOCH,meVZ6PGNWn1r6zUd2N2J,chronData,1,1,17,reservoirAge14C,chron17,,,,remint,TSid repeated across submissions; template reuse,RqNB4P3305ZI8HPOl
LS15DOCH.lpd,LS15DOCH,meVZ6PGNWn1r6zUd2N2J,chronData,1,1,18,reservoirAge14CUncertainty,chron18,,,,remint,TSid repeated across submissions; template reuse,R91q0NAaONKjpnwj7
LS15DOCH.lpd,LS15DOCH,meVZ6PGNWn1r6zUd2N2J,chronData,1,1,19,useInAgeModel,chron19,,,,remint,TSid repeated across submissions; template reuse,R3kBdGpwWHH1wWEm2
LS15DOCH.lpd,LS15DOCH,meVZ6PGNWn1r6zUd2N2J,chronData,1,1,20,reject,RlKrFciTboeV3Dw1U,,,,keep,"new TSid, unique",RlKrFciTboeV3Dw1U
LS15DOSA.lpd,LS15DOSA,9dCvb7un7yim06OmoNjJ,paleoData,1,1,1,d2H,LS15DOSA01C,,LS15DOSA,9dCvb7un7yim06OmoNjJ,keep,update: the file is the dataset holding this TSid,LS15DOSA01C
