tsid,dataSetName,class,suggested_action,suggested_value,decision,sheet_value,csm_value,appended,flat_value,is_member,sheet_membership,csm_in_sheet_vocabulary
LPD7d948e2f,SP13AYID,"sheet only, excluded timeseries",leave; timeseries is excluded from the compilation,,,LCB (29/03/2019): No isotopic analyses => shouldn't it be removed?,,,LCB (29/03/2019): No isotopic analyses => shouldn't it be removed?,FALSE,,FALSE
LPD7d948e2g,SP13AYID,"sheet only, excluded timeseries",leave; timeseries is excluded from the compilation,,,LCB (29/03/2019): No isotopic analyses => shouldn't it be removed?,,,LCB (29/03/2019): No isotopic analyses => shouldn't it be removed?,FALSE,,FALSE
LPD7d948e2h,SP13AYID,"sheet only, excluded timeseries",leave; timeseries is excluded from the compilation,,,LCB (29/03/2019): No isotopic analyses => shouldn't it be removed?,,,LCB (29/03/2019): No isotopic analyses => shouldn't it be removed?,FALSE,,FALSE
LPD7d948e2i,SP13AYID,"sheet only, excluded timeseries",leave; timeseries is excluded from the compilation,,,LCB (29/03/2019): No isotopic analyses => shouldn't it be removed?,,,LCB (29/03/2019): No isotopic analyses => shouldn't it be removed?,FALSE,,FALSE
LPD7d948e2j,SP13AYID,"sheet only, excluded timeseries",leave; timeseries is excluded from the compilation,,,LCB (29/03/2019): No isotopic analyses => shouldn't it be removed?,,,LCB (29/03/2019): No isotopic analyses => shouldn't it be removed?,FALSE,,FALSE
LPD7d948e2k,SP13AYID,"sheet only, excluded timeseries",leave; timeseries is excluded from the compilation,,,LCB (29/03/2019): No isotopic analyses => shouldn't it be removed?,,,LCB (29/03/2019): No isotopic analyses => shouldn't it be removed?,FALSE,,FALSE
Ocean2kHR_127_iso2k,SS03HAJA,"sheet only, excluded timeseries",leave; timeseries is excluded from the compilation,,,KLD (12/31/19),,,KLD (12/31/19),FALSE,,FALSE
Ocean2kHR_129_iso2k,SS03HAJA,"sheet only, excluded timeseries",leave; timeseries is excluded from the compilation,,,KLD (12/31/19),,,KLD (12/31/19),FALSE,,FALSE
Ocean2kHR_113_iso2k,SS05ROES,"sheet only, excluded timeseries",leave; timeseries is excluded from the compilation,,,KLD (12/31/19),,,KLD (12/31/19),FALSE,,FALSE
LS14ZHJU01A,,"sheet only, excluded timeseries",leave; timeseries is excluded from the compilation,,,"ET, AA",,,,FALSE,TRUE,FALSE
SP13ASBC02,,"sheet only, excluded timeseries",leave; timeseries is excluded from the compilation,,,LCB (29/03/2019): No isotopic analyses => shouldn't it be removed?,,,,FALSE,,FALSE
Ocean2kHR_001_iso2k,CO00COKY,sheet and file agree,nothing to do,,,DMT (1/14/19),DMT (1/14/19),,,TRUE,TRUE,TRUE
Ocean2kHR_124_iso2k,CO00DRBE,sheet and file agree,nothing to do,,,DMT (1/14/19),DMT (1/14/19),,,TRUE,TRUE,TRUE
Ocean2kHR_125_iso2k,CO00DRBE,sheet and file agree,nothing to do,,,DMT (1/14/19),DMT (1/14/19),,,TRUE,TRUE,TRUE
Ocean2kHR_019_iso2k,CO00FERA,sheet and file agree,nothing to do,,,DMT (1/14/19),DMT (1/14/19),,,TRUE,TRUE,TRUE
CO00KUNI01Aa,CO00KUNI,sheet and file agree,nothing to do,,,DMT (1/14/19),DMT (1/14/19),,,TRUE,TRUE,TRUE
CO00KUNI01Ab,CO00KUNI,sheet and file agree,nothing to do,,,DMT (1/14/19),DMT (1/14/19),,,TRUE,TRUE,TRUE
Ocean2kHR_177_iso2k,CO00URMA,sheet and file agree,nothing to do,,,DMT (1/14/19),DMT (1/14/19),,,TRUE,TRUE,TRUE
Ocean2kHR_140_iso2k,CO01TUNG,sheet and file agree,nothing to do,,,"DMT (1/14/19; updated 12/31/19), KLD","DMT (1/14/19; updated 12/31/19), KLD",,,TRUE,TRUE,TRUE
Ocean2kHR_141_iso2k,CO01TUNG,sheet and file agree,nothing to do,,,"DMT (1/14/19; updated 12/31/19), KLD","DMT (1/14/19; updated 12/31/19), KLD",,,TRUE,TRUE,TRUE
Ocean2kHR_102_iso2k,CO02KUBE,sheet and file agree,nothing to do,,,DMT (1/14/19),DMT (1/14/19),,,TRUE,TRUE,TRUE
Ocean2kHR_006_iso2k,CO03CHBA,sheet and file agree,nothing to do,,,DMT (1/14/19),DMT (1/14/19),,,TRUE,TRUE,TRUE
Ocean2kHR_171_iso2k,CO03CHBU,sheet and file agree,nothing to do,,,DMT (1/14/19),DMT (1/14/19),,,TRUE,TRUE,TRUE
CO03COPM01A,CO03COPM,sheet and file agree,nothing to do,,,DMT (1/14/19),DMT (1/14/19),,,TRUE,TRUE,TRUE
CO03COPM02A,CO03COPM,sheet and file agree,nothing to do,,,DMT (1/14/19),DMT (1/14/19),,,TRUE,TRUE,TRUE
CO03COPM03A,CO03COPM,sheet and file agree,nothing to do,,,DMT (1/14/19),DMT (1/14/19),,,TRUE,TRUE,TRUE
CO03COPM04C,CO03COPM,sheet and file agree,nothing to do,,,DMT (1/14/19),DMT (1/14/19),,,TRUE,TRUE,TRUE
CO03COPM05C,CO03COPM,sheet and file agree,nothing to do,,,DMT (1/14/19),DMT (1/14/19),,,TRUE,TRUE,TRUE
CO03COPM06C,CO03COPM,sheet and file agree,nothing to do,,,DMT (1/14/19),DMT (1/14/19),,,TRUE,TRUE,TRUE
CO03COPM07C,CO03COPM,sheet and file agree,nothing to do,,,DMT (1/14/19),DMT (1/14/19),,,TRUE,TRUE,TRUE
CO03COPM08B,CO03COPM,sheet and file agree,nothing to do,,,DMT (1/14/19),DMT (1/14/19),,,TRUE,TRUE,TRUE
CO03COPM09B,CO03COPM,sheet and file agree,nothing to do,,,DMT (1/14/19),DMT (1/14/19),,,TRUE,TRUE,TRUE
CO03COPM10B,CO03COPM,sheet and file agree,nothing to do,,,DMT (1/14/19),DMT (1/14/19),,,TRUE,TRUE,TRUE
CO03COPM11C,CO03COPM,sheet and file agree,nothing to do,,,DMT (1/14/19),DMT (1/14/19),,,TRUE,TRUE,TRUE
Ocean2kHR_139_iso2k,CO03COPM,sheet and file agree,nothing to do,,,"DMT (1/14/19), KLD","DMT (1/14/19), KLD",,,TRUE,TRUE,TRUE
CO04BAFI00A,CO04BAFI,sheet and file agree,nothing to do,,,DMT (1/14/19),DMT (1/14/19),,,TRUE,TRUE,TRUE
CO04BAFI01A,CO04BAFI,sheet and file agree,nothing to do,,,DMT (1/14/19),DMT (1/14/19),,,TRUE,TRUE,TRUE
CO04BAFI02A,CO04BAFI,sheet and file agree,nothing to do,,,DMT (1/14/19),DMT (1/14/19),,,TRUE,TRUE,TRUE
CO04INMI01A,CO04INMI,sheet and file agree,nothing to do,,,DMT (1/14/19),DMT (1/14/19),,,TRUE,TRUE,TRUE
Ocean2kHR_174_iso2k,CO04KIVA,sheet and file agree,nothing to do,,,DMT (1/14/19),DMT (1/14/19),,,TRUE,TRUE,TRUE
Ocean2kHR_157_iso2k,CO04LIFI,sheet and file agree,nothing to do,,,DMT (1/14/19),DMT (1/14/19),,,TRUE,TRUE,TRUE
CO04LIRA01A,CO04LIRA,sheet and file agree,nothing to do,,,DMT (1/14/19),DMT (1/14/19),,,TRUE,TRUE,TRUE
CO04LIRA02A,CO04LIRA,sheet and file agree,nothing to do,,,DMT (1/14/19),DMT (1/14/19),,,TRUE,TRUE,TRUE
CO04LIRA03A,CO04LIRA,sheet and file agree,nothing to do,,,DMT (1/14/19),DMT (1/14/19),,,TRUE,TRUE,TRUE
CO04MGNG01A,CO04MGNG,sheet and file agree,nothing to do,,,DMT (1/14/19),DMT (1/14/19),,,TRUE,TRUE,TRUE
CO04PFCH02A,CO04PFCH,sheet and file agree,nothing to do,,,DMT (1/14/19),DMT (1/14/19),,,TRUE,TRUE,TRUE
Ocean2kHR_013_iso2k,CO04PFRE,sheet and file agree,nothing to do,,,DMT (1/14/19),DMT (1/14/19),,,TRUE,TRUE,TRUE
Ocean2kHR_020_iso2k,CO04ZIMG,sheet and file agree,nothing to do,,,DMT (1/14/19),DMT (1/14/19),,,TRUE,TRUE,TRUE
Ocean2kHR_166_iso2k,CO05ASGU,sheet and file agree,nothing to do,,,DMT (1/14/19),DMT (1/14/19),,,TRUE,TRUE,TRUE
Ocean2kHR_142_iso2k,CO05BAFI,sheet and file agree,nothing to do,,,"DMT (1/14/19), KLD","DMT (1/14/19), KLD",,,TRUE,TRUE,TRUE
Ocean2kHR_105_iso2k,CO05KUBE,sheet and file agree,nothing to do,,,DMT (1/14/19),DMT (1/14/19),,,TRUE,TRUE,TRUE
Ocean2kHR_007_iso2k,CO06DATZ,sheet and file agree,nothing to do,,,DMT (1/14/19),DMT (1/14/19),,,TRUE,TRUE,TRUE
Ocean2kHR_156_iso2k,CO06LIFI,sheet and file agree,nothing to do,,,DMT (1/14/19),DMT (1/14/19),,,TRUE,TRUE,TRUE
Ocean2kHR_107_iso2k,CO06MOPE,sheet and file agree,nothing to do,,,DMT (1/14/19),DMT (1/14/19),,,TRUE,TRUE,TRUE
Ocean2kHR_108_iso2k,CO06MOTO,sheet and file agree,nothing to do,,,DMT (1/14/19),DMT (1/14/19),,,TRUE,TRUE,TRUE
Ocean2kHR_110_iso2k,CO06MOTO,sheet and file agree,nothing to do,,,DMT (1/14/19),DMT (1/14/19),,,TRUE,TRUE,TRUE
Ocean2kHR_144_iso2k,CO06QUNG,sheet and file agree,nothing to do,,,DMT (1/14/19),DMT (1/14/19),,,TRUE,TRUE,TRUE
Ocean2kHR_193_iso2k,CO07CAFR,sheet and file agree,nothing to do,,,DMT (1/14/19),DMT (1/14/19),,,TRUE,TRUE,TRUE
Ocean2kHR_010_iso2k,CO08ABSU,sheet and file agree,nothing to do,,,DMT (1/14/19),DMT (1/14/19),,,TRUE,TRUE,TRUE
Ocean2kHR_094_iso2k,CO08GOBE,sheet and file agree,nothing to do,,,DMT (1/14/19),DMT (1/14/19),,,TRUE,TRUE,TRUE
Ocean2kHR_096_iso2k,CO08HEVE,sheet and file agree,nothing to do,,,DMT (1/14/19),DMT (1/14/19),,,TRUE,TRUE,TRUE
CO08KIPR01A,CO08KIPR,sheet and file agree,nothing to do,,,DMT (1/14/19),DMT (1/14/19),,,TRUE,TRUE,TRUE
Ocean2kHR_163_iso2k,CO09FEOG,sheet and file agree,nothing to do,,,DMT (1/14/19),DMT (1/14/19),,,TRUE,TRUE,TRUE
Ocean2kHR_012_iso2k,CO09NAKY,sheet and file agree,nothing to do,,,DMT (1/14/19),DMT (1/14/19),,,TRUE,TRUE,TRUE
CO09NUTB01B,CO09NUTB,sheet and file agree,nothing to do,,,DMT (1/14/19; updated 12/31/19),DMT (1/14/19; updated 12/31/19),,,TRUE,TRUE,TRUE
Ocean2kHR_097_iso2k,CO10HEIG,sheet and file agree,nothing to do,,,DMT (1/14/19),DMT (1/14/19),,,TRUE,TRUE,TRUE
Ocean2kHR_160_iso2k,CO11NUPM,sheet and file agree,nothing to do,,,DMT (1/14/19),DMT (1/14/19),,,TRUE,TRUE,TRUE
Ocean2kHR_162_iso2k,CO11NUPM,sheet and file agree,nothing to do,,,DMT (1/14/19; updated 12/31/19),DMT (1/14/19; updated 12/31/19),,,TRUE,TRUE,TRUE
Ocean2kHR_154_iso2k,CO12GOVA,sheet and file agree,nothing to do,,,DMT (1/14/19),DMT (1/14/19),,,TRUE,TRUE,TRUE
CO13CABL01A,CO13CABL,sheet and file agree,nothing to do,,,DMT (1/14/19),DMT (1/14/19),,,TRUE,TRUE,TRUE
CO13CABL02A,CO13CABL,sheet and file agree,nothing to do,,,DMT (1/14/19),DMT (1/14/19),,,TRUE,TRUE,TRUE
CO13CAHN01A,CO13CAHN,sheet and file agree,nothing to do,,,DMT (1/14/19; updated 12/31/19),DMT (1/14/19; updated 12/31/19),,,TRUE,TRUE,TRUE
CO13CAHN02A,CO13CAHN,sheet and file agree,nothing to do,,,DMT (1/14/19; updated 12/31/19),DMT (1/14/19; updated 12/31/19),,,TRUE,TRUE,TRUE
CO13COTB00A,CO13COTB,sheet and file agree,nothing to do,,,DMT (1/14/19),DMT (1/14/19),,,TRUE,TRUE,TRUE
CO13COXM03A,CO13COXM,sheet and file agree,nothing to do,,,DMT (1/14/19),DMT (1/14/19),,,TRUE,TRUE,TRUE
WEB396032ca,CO13DESC01A,sheet and file agree,nothing to do,,,DMT (1/14/19),DMT (1/14/19),,,TRUE,TRUE,TRUE
WEBa131bf7e,CO13DESC01A,sheet and file agree,nothing to do,,,DMT (1/14/19),DMT (1/14/19),,,TRUE,TRUE,TRUE
CO13HENG01A,CO13HENG,sheet and file agree,nothing to do,,,DMT (1/14/19),DMT (1/14/19),,,TRUE,TRUE,TRUE
CO13HENG02A,CO13HENG,sheet and file agree,nothing to do,,,DMT (1/14/19),DMT (1/14/19),,,TRUE,TRUE,TRUE
CO13HENG03A,CO13HENG,sheet and file agree,nothing to do,,,DMT (1/14/19),DMT (1/14/19),,,TRUE,TRUE,TRUE
CO14CABT01A,CO14CABT,sheet and file agree,nothing to do,,,DMT (12/30/19),DMT (12/30/19),,,TRUE,TRUE,TRUE
CO14CABT01B,CO14CABT,sheet and file agree,nothing to do,,,DMT (1/14/19; updated 12/31/19),DMT (1/14/19; updated 12/31/19),,,TRUE,TRUE,TRUE
CO14CABT01B2,CO14CABT,sheet and file agree,nothing to do,,,DMT (1/14/19; updated 12/31/19),DMT (1/14/19; updated 12/31/19),,,TRUE,TRUE,TRUE
CO14CATI01A,CO14CATI,sheet and file agree,nothing to do,,,DMT (12/30/19),DMT (12/30/19),,,TRUE,TRUE,TRUE
CO14CATI01B,CO14CATI,sheet and file agree,nothing to do,,,DMT (1/14/19; updated 12/31/19),DMT (1/14/19; updated 12/31/19),,,TRUE,TRUE,TRUE
Ocean2kHR_181_iso2k,CO14OSPA,sheet and file agree,nothing to do,,,DMT (1/14/19),DMT (1/14/19),,,TRUE,TRUE,TRUE
Ocean2kHR_183_iso2k,CO14OSPA,sheet and file agree,nothing to do,,,DMT (1/14/19),DMT (1/14/19),,,TRUE,TRUE,TRUE
CO14WUCL01A,CO14WUCL,sheet and file agree,nothing to do,,,DMT (1/14/19),DMT (1/14/19),,,TRUE,TRUE,TRUE
Ocean2kHR_026_iso2k,CO14ZIHO,sheet and file agree,nothing to do,,,DMT (1/14/19),DMT (1/14/19),,,TRUE,TRUE,TRUE
Ocean2kHR_021_iso2k,CO14ZIMG,sheet and file agree,nothing to do,,,DMT (1/14/19),DMT (1/14/19),,,TRUE,TRUE,TRUE
Ocean2kHR_022_iso2k,CO14ZIMG,sheet and file agree,nothing to do,,,DMT (1/14/19),DMT (1/14/19),,,TRUE,TRUE,TRUE
CO15ABSP01A,CO15ABSP,sheet and file agree,nothing to do,,,DMT (1/14/19),DMT (1/14/19),,,TRUE,TRUE,TRUE
WEB832ffc0e,CO17DESC01A,sheet and file agree,nothing to do,,,DMT (1/14/19),DMT (1/14/19),,,TRUE,TRUE,TRUE
WEBe86ec079,CO17DESC01A,sheet and file agree,nothing to do,,,DMT (1/14/19; updated 12/31/19),DMT (1/14/19; updated 12/31/19),,,TRUE,TRUE,TRUE
WEB832ffc0e2,CO17DESC02A,sheet and file agree,nothing to do,,,DMT (1/14/19),DMT (1/14/19),,,TRUE,TRUE,TRUE
WEBe86ec0792,CO17DESC02A,sheet and file agree,nothing to do,,,DMT (1/14/19; updated 12/31/19),DMT (1/14/19; updated 12/31/19),,,TRUE,TRUE,TRUE
WEB832ffc0e22,CO17DESC03A,sheet and file agree,nothing to do,,,DMT (1/14/19),DMT (1/14/19),,,TRUE,TRUE,TRUE
WEBe86ec07922,CO17DESC03A,sheet and file agree,nothing to do,,,DMT (1/14/19; updated 12/31/19),DMT (1/14/19; updated 12/31/19),,,TRUE,TRUE,TRUE
WEB832ffc0e222,CO17DESC04A,sheet and file agree,nothing to do,,,DMT (1/14/19),DMT (1/14/19),,,TRUE,TRUE,TRUE
WEBe86ec079222,CO17DESC04A,sheet and file agree,nothing to do,,,DMT (1/14/19; updated 12/31/19),DMT (1/14/19; updated 12/31/19),,,TRUE,TRUE,TRUE
WEB27c0dc78,CO17LITW01A,sheet and file agree,nothing to do,,,DMT (1/14/19),DMT (1/14/19),,,TRUE,TRUE,TRUE
WEB1a9fc096,CO17MUMA,sheet and file agree,nothing to do,,,DMT (12/30/19),DMT (12/30/19),,,TRUE,TRUE,TRUE
WEB4d49a073,CO17MUMA,sheet and file agree,nothing to do,,,DMT (12/30/19),DMT (12/30/19),,,TRUE,TRUE,TRUE
WEB0e874eb3,CO17RAPA,sheet and file agree,nothing to do,,,DMT (1/14/19; updated 12/31/19),DMT (1/14/19; updated 12/31/19),,,TRUE,TRUE,TRUE
WEB9aced55a,CO17RAPA,sheet and file agree,nothing to do,,,DMT (1/14/19; updated 12/31/19),DMT (1/14/19; updated 12/31/19),,,TRUE,TRUE,TRUE
WEB44d2f1ea,CO17WUBO1A,sheet and file agree,nothing to do,,,DMT (1/14/19),DMT (1/14/19),,,TRUE,TRUE,TRUE
WEB44d2f1ea2,CO17WUBO1B,sheet and file agree,nothing to do,,,DMT (1/14/19),DMT (1/14/19),,,TRUE,TRUE,TRUE
WEB44d2f1ea22,CO17WUBO1C,sheet and file agree,nothing to do,,,DMT (1/14/19),DMT (1/14/19),,,TRUE,TRUE,TRUE
WEB44d2f1ea222,CO17WUBO1D,sheet and file agree,nothing to do,,,DMT (1/14/19),DMT (1/14/19),,,TRUE,TRUE,TRUE
WEB44d2f1ea2222,CO17WUBO1E,sheet and file agree,nothing to do,,,DMT (1/14/19),DMT (1/14/19),,,TRUE,TRUE,TRUE
WEB44d2f1ea22222,CO17WUBO1F,sheet and file agree,nothing to do,,,DMT (1/14/19),DMT (1/14/19),,,TRUE,TRUE,TRUE
WEB44d2f1ea222222,CO17WUBO1G,sheet and file agree,nothing to do,,,DMT (1/14/19),DMT (1/14/19),,,TRUE,TRUE,TRUE
WEB396032ca2,CO17XISC01A,sheet and file agree,nothing to do,,,DMT (1/14/19; seasonality updated 12/30/19),DMT (1/14/19; seasonality updated 12/30/19),,,TRUE,TRUE,TRUE
WEBa131bf7e2,CO17XISC01A,sheet and file agree,nothing to do,,,DMT (1/14/19; updated 12/31/19),DMT (1/14/19; updated 12/31/19),,,TRUE,TRUE,TRUE
WEBd316bfdc,CO18DATO01A,sheet and file agree,nothing to do,,,DMT (1/14/19),DMT (1/14/19),,,TRUE,TRUE,TRUE
WEB04cd805a,CO18HECO01A,sheet and file agree,nothing to do,,,DMT (1/14/19),DMT (1/14/19),,,TRUE,TRUE,TRUE
WEBc0eedb9c,CO18HECO01A,sheet and file agree,nothing to do,,,DMT (1/14/19),DMT (1/14/19),,,TRUE,TRUE,TRUE
WEB04cd805a2,CO18HECO01B,sheet and file agree,nothing to do,,,DMT (1/14/19),DMT (1/14/19),,,TRUE,TRUE,TRUE
WEBc0eedb9c2,CO18HECO01B,sheet and file agree,nothing to do,,,DMT (1/14/19),DMT (1/14/19),,,TRUE,TRUE,TRUE
WEBfe31d859,CO18RELC01A,sheet and file agree,nothing to do,,,DMT (1/14/19),DMT (1/14/19),,,TRUE,TRUE,TRUE
CO92SHPU01A,CO92SHPU,sheet and file agree,nothing to do,,,DMT (1/14/19),DMT (1/14/19),,,TRUE,TRUE,TRUE
Ocean2kHR_178_iso2k,CO93COTW,sheet and file agree,nothing to do,,,DMT (1/14/19),DMT (1/14/19),,,TRUE,TRUE,TRUE
Ocean2kHR_173_iso2k,CO94DUUR,sheet and file agree,nothing to do,,,DMT (1/14/19),DMT (1/14/19),,,TRUE,TRUE,TRUE
CO94HEAQ02A,CO94HEAQ,sheet and file agree,nothing to do,,,DMT (1/14/19; seasonality updated 12/30/19),DMT (1/14/19; seasonality updated 12/30/19),,,TRUE,TRUE,TRUE
Ocean2kHR_138_iso2k,CO94LISE,sheet and file agree,nothing to do,,,DMT (1/14/19); KLD,DMT (1/14/19); KLD,,,TRUE,TRUE,TRUE
Ocean2kHR_172_iso2k,CO95TUNG,sheet and file agree,nothing to do,,,DMT (1/14/19; updated 12/31/19),DMT (1/14/19; updated 12/31/19),,,TRUE,TRUE,TRUE
Ocean2kHR_133_iso2k,CO96QUVA,sheet and file agree,nothing to do,,,DMT (1/14/19); KLD,DMT (1/14/19); KLD,,,TRUE,TRUE,TRUE
CO96SWBB01A,CO96SWBB,sheet and file agree,nothing to do,,,DMT (1/14/19),DMT (1/14/19),,,TRUE,TRUE,TRUE
CO96SWFB01A,CO96SWFB,sheet and file agree,nothing to do,,,DMT (1/14/19),DMT (1/14/19),,,TRUE,TRUE,TRUE
Ocean2kHR_011_iso2k,CO97CHSY,sheet and file agree,nothing to do,,,DMT (1/14/19),DMT (1/14/19),,,TRUE,TRUE,TRUE
Ocean2kHR_132_iso2k,CO98BOFP,sheet and file agree,nothing to do,,,DMT (1/14/19); KLD,DMT (1/14/19); KLD,,,TRUE,TRUE,TRUE
CO98CHPI01A,CO98CHPI,sheet and file agree,nothing to do,,,DMT (1/14/19),DMT (1/14/19),,,TRUE,TRUE,TRUE
Ocean2kHR_135_iso2k,CO98EVXM,sheet and file agree,nothing to do,,,DMT (1/14/19); KLD,DMT (1/14/19); KLD,,,TRUE,TRUE,TRUE
CO98QUNC01A,CO98QUNC,sheet and file agree,nothing to do,,,DMT (1/14/19),DMT (1/14/19),,,TRUE,TRUE,TRUE
CO98SWPR01A,CO98SWPR,sheet and file agree,nothing to do,,,DMT (1/14/19),DMT (1/14/19),,,TRUE,TRUE,TRUE
CO99DRGB01A,CO99DRGB,sheet and file agree,nothing to do,,,DMT (1/14/19),DMT (1/14/19),,,TRUE,TRUE,TRUE
CO99GUMI01A,CO99GUMI,sheet and file agree,nothing to do,,,DMT (1/14/19),DMT (1/14/19),,,TRUE,TRUE,TRUE
CO99GUMI01B,CO99GUMI,sheet and file agree,nothing to do,,,DMT (1/14/19; updated 12/31/19),DMT (1/14/19; updated 12/31/19),,,TRUE,TRUE,TRUE
CO99KUHO01Aa,CO99KUHO,sheet and file agree,nothing to do,,,DMT (1/14/19),DMT (1/14/19),,,TRUE,TRUE,TRUE
CO99KUHO01Ab,CO99KUHO,sheet and file agree,nothing to do,,,DMT (1/14/19),DMT (1/14/19),,,TRUE,TRUE,TRUE
CO99LICL01A,CO99LICL,sheet and file agree,nothing to do,,,DMT (1/14/19),DMT (1/14/19),,,TRUE,TRUE,TRUE
CO99LICL02A,CO99LICL,sheet and file agree,nothing to do,,,DMT (1/14/19),DMT (1/14/19),,,TRUE,TRUE,TRUE
CO99LICL03A,CO99LICL,sheet and file agree,nothing to do,,,DMT (1/14/19),DMT (1/14/19),,,TRUE,TRUE,TRUE
CO99SWFB01A,CO99SWFB,sheet and file agree,nothing to do,,,DMT (1/14/19),DMT (1/14/19),,,TRUE,TRUE,TRUE
CO99SWFB02A,CO99SWFB,sheet and file agree,nothing to do,,,DMT (1/14/19),DMT (1/14/19),,,TRUE,TRUE,TRUE
WEB10668658_iso2k,GI19POYU,sheet and file agree,nothing to do,,,TP: Exclude from iso2k: Derived variable based on measured isotopes and assumptions of long-term changes in sea water,TP: Exclude from iso2k: Derived variable based on measured isotopes and assumptions of long-term changes in sea water,,,TRUE,TRUE,TRUE
WEB73fbe78c_iso2k,GI19POYU,sheet and file agree,nothing to do,,,TP,TP,,,TRUE,TRUE,TRUE
WEBa755355a_iso2k,GI19POYU,sheet and file agree,nothing to do,,,TP: Exclude from iso2k: Derived variable based on measured isotopes and assumptions of long-term changes in sea water,TP: Exclude from iso2k: Derived variable based on measured isotopes and assumptions of long-term changes in sea water,,,TRUE,TRUE,TRUE
WEBf7bafce3_iso2k,GI19POYU,sheet and file agree,nothing to do,,,TP,TP,,,TRUE,TRUE,TRUE
IC00THDS03A,IC00THDS,sheet and file agree,nothing to do,,,TO,TO,,,TRUE,TRUE,TRUE
IC00THDS03B,IC00THDS,sheet and file agree,nothing to do,,,TO,TO,,,TRUE,TRUE,TRUE
IC02MUBI01A,IC02MUBI,sheet and file agree,nothing to do,,,AO (01/16/2019),AO (01/16/2019),,,TRUE,TRUE,TRUE
IC02SCGN01A,IC02SCGN,sheet and file agree,nothing to do,,,AO (01/16/2019),AO (01/16/2019),,,TRUE,TRUE,TRUE
IC02STTA02A,IC02STTA,sheet and file agree,nothing to do,,,AO (01/16/2019),AO (01/16/2019),,,TRUE,TRUE,TRUE
IC02THKI02A,IC02THKI,sheet and file agree,nothing to do,,,TO,TO,,,TRUE,TRUE,TRUE
IC02THKI03A,IC02THKI,sheet and file agree,nothing to do,,,TO,TO,,,TRUE,TRUE,TRUE
IC02THKI04A,IC02THKI,sheet and file agree,nothing to do,,,TO,TO,,,TRUE,TRUE,TRUE
IC02THKI05A,IC02THKI,sheet and file agree,nothing to do,,,TO,TO,,,TRUE,TRUE,TRUE
IC03HOIL01A,IC03HOIL,sheet and file agree,nothing to do,,,TO,TO,,,TRUE,TRUE,TRUE
IC03HORB01A,IC03HORB,sheet and file agree,nothing to do,,,TO,TO,,,TRUE,TRUE,TRUE
IC04FIML01A,IC04FIML,sheet and file agree,nothing to do,,,TO,TO,,,TRUE,TRUE,TRUE
IC06KAS101A,IC06KAS1,sheet and file agree,nothing to do,,,AO (01/16/2019),AO (01/16/2019),,,TRUE,TRUE,TRUE
IC06THDD01A,IC06THDD,sheet and file agree,nothing to do,,,TO,TO,,,TRUE,TRUE,TRUE
IC06THPR01A,IC06THPR,sheet and file agree,nothing to do,,,TO,TO,,,TRUE,TRUE,TRUE
IC06THPR02A,IC06THPR,sheet and file agree,nothing to do,,,TO,TO,,,TRUE,TRUE,TRUE
IC06THPR02B,IC06THPR,sheet and file agree,nothing to do,,,TO,TO,,,TRUE,TRUE,TRUE
IC06VID301A,IC06VID3,sheet and file agree,nothing to do,,,DVD,DVD,,,TRUE,TRUE,TRUE
IC06VIGR01A,IC06VIGR,sheet and file agree,nothing to do,,,DVD,DVD,,,TRUE,TRUE,TRUE
IC06VING01A,IC06VING,sheet and file agree,nothing to do,,,DVD,DVD,,,TRUE,TRUE,TRUE
IC06WAML01A,IC06WAML,sheet and file agree,nothing to do,,,TO,TO,,,TRUE,TRUE,TRUE
IC07KADF01A,IC07KADF,sheet and file agree,nothing to do,,,AO (01/16/2019),AO (01/16/2019),,,TRUE,TRUE,TRUE
IC07KARB01A,IC07KARB,sheet and file agree,nothing to do,,,TO,TO,,,TRUE,TRUE,TRUE
IC08DILO01A,IC08DILO,sheet and file agree,nothing to do,,,DVD,DVD,,,TRUE,TRUE,TRUE
IC08HODF02A,IC08HODF,sheet and file agree,nothing to do,,,AO (01/16/2019),AO (01/16/2019),,,TRUE,TRUE,TRUE
IC08THGZ01A,IC08THGZ,sheet and file agree,nothing to do,,,AO (01/16/2019),AO (01/16/2019),,,TRUE,TRUE,TRUE
IC08VI7901A,IC08VI79,sheet and file agree,nothing to do,,,DVD,DVD,,,TRUE,TRUE,TRUE
IC08VI8401A,IC08VI84,sheet and file agree,nothing to do,,,DVD,DVD,,,TRUE,TRUE,TRUE
IC08VI8701A,IC08VI87,sheet and file agree,nothing to do,,,DVD,DVD,,,TRUE,TRUE,TRUE
IC08VIRE01A,IC08VIRE,sheet and file agree,nothing to do,,,DVD,DVD,,,TRUE,TRUE,TRUE
IC08VISV01A,IC08VISV,sheet and file agree,nothing to do,,,TO,TO,,,TRUE,TRUE,TRUE
IC09EIBE01A,IC09EIBE,sheet and file agree,nothing to do,,,TO,TO,,,TRUE,TRUE,TRUE
IC09KA7901A,IC09KA79,sheet and file agree,nothing to do,,,AO,AO,,,TRUE,TRUE,TRUE
IC09KANG01A,IC09KANG,sheet and file agree,nothing to do,,,DVD,DVD,,,TRUE,TRUE,TRUE
IC09OPAN01A,IC09OPAN,sheet and file agree,nothing to do,,,"DVD, TO","DVD, TO",,,TRUE,TRUE,TRUE
